Index,Label,EU_English,US_English,EU_French,US_French,EU_German,EU_Italian,EU_Spanish,US_Spanish,JP_Japanese,KR_Korean,Turkish,Status,Notes
1684,SD001_006,"""I bet it's yummy!""","""Down the hatch!"" ","« Celle-ci, elle est pour moi ! »",« UNE BELLE TOMATE! » ,"„Mmm, lecker!“","""Chissà che bontà!""","""¡Me voy a poner morado!""","""¡Qué delicia!""",やったね、いただきまーす。,｢이거 내가 먹어야지!｣,'Bahse girerim çok lezzetlidir!',FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1685,SD001_007,"But when Kirby tried to eat it,","But when Kirby tried to eat it,",Mais alors que Kirby essayait de l'avaler...,Mais lorsque Kirby essaya de la manger...,"Aber als Kirby sie essen wollte,","Ma quando Kirby cercò di mangiarlo,",Pero cuando Kirby estaba a punto de comérselo...,Pero cuando Kirby trató de comérselo...,と、すいこもうとした　そのとき……,토마토를 빨아들이려는 그 순간!,"Ama Kirby onu yemeye çalışınca,",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1686,SD001_008,"a caped sorcerer appeared! ""My name is-""","a caped sorcerer appeared! ""My name is--""","un sorcier vêtu d'une cape apparut !
« Je suis... »","...un sorcier vêtu de sa cape surgit
soudainement du buisson!",erschien ein Zauberer! „Ich bin...“,"apparve lo stregone in palandrana!
""Mi chiamo...""","¡apareció un siniestro hechicero!
""¡Me llamo...!""","¡apareció un hechicero!
""Mi nombre es...""","トマトと　いっしょに　マントのおとこが
とびだして　きました！！","토마토와 함께 망토 입은 남자가
튀어나왔습니다!!",pelerinli bir büyücü belirdi! 'Benim adım-',FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1687,SD001_009,"""Hey! What are you doing?! Stop that!"" ","""Hey! What are you doing?! Stop that!""","« Hé ! Mais qu'est-ce que tu fais ?
Arrête tout de suite ! »","« Quoi? Un sorcier de cape vêtu n'a-t-il
pas le droit de faire la sieste? »",„He! Was treibst du da? Lass das!“,"""Ehi! Ma che fai? Smettila!""","""¡Eh, ¿qué estás haciendo?! ¡Quieto!""","""¡Eh! ¡¿Qué te pasa?! ¡Detente!""","「コ、コラ！　これは　だいじな
メタモルトマトでアミーボ！！」","｢이, 이봐! 무슨 짓이야!!｣",'Hey! Ne yapıyorsun?! Kes şunu!',FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1688,SD001_010,"""Nooooo! That's my magic Metamato!""","""No! That's my magic Metamato!""",« Non ! Pas ma Métamate magique ! »,« Non! Pas ma Métamate magique! »,„Nein! Das ist meine magische Metamomate!“,"""Lascia stare il mio Metapomo magico!""","""¡Ese Meta Tomate mágico es mío!""","""¡Oye! ¡Ese es mi Meta Tomate mágico!""",「たべたら　ゆるさんでアモーレ！」,｢변신토마토를 먹으면 용서하지 않겠다!｣,'Hayıııır! O benim sihirli Metamato'm!',FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1689,SD001_011,Kirby gulped the Metamato right down!,Kirby gulped the Metamato right down!,Kirby avala la Métamate d'une seule bouchée !,"Kirby dévora la Métamate
en une seule bouchée!",Kirby schluckte die Metamomate einfach herunter!,Kirby inghiottì alla svelta il Metapomo!,Pero Kirby se tragó el tomate de un bocado.,"Pero Kirby no pudo contenerse
y se engulló el tomate entero.","でも、トマトは　はらペコ　カービィの
くちの　なかへ。","하지만 토마토는 이미 먹보 커비의
입속으로 들어갔네요!",Kirby Metamato'yu tek lokmada yuttu!,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1690,SD001_012,"Just then, a white sock around
the sorcerer's neck began to glow...","Just then, a white sock around
the sorcerer's neck began to glow...","Soudain, la chaussette que le sorcier
portait autour du cou se mit à briller...","Puis, le bas que portait le sorcier
autour de son cou brilla...","In diesem Moment begann eine Socke zu leuchten,
die der Zauberer um den Hals hängen hatte,","Il calzino bianco appeso al collo
dello stregone cominciò a brillare...","Entonces, el calcetín que portaba
el hechicero comenzó a brillar...","El calcetín que llevaba el hechicero
en su cuello comenzó a brillar...","すると　とつぜん、マントのおとこが　もっている
くつしたが　かがやきはじめ……","그러자 갑자기 망토 입은 남자의 목에 걸린 양말이
번쩍거리기 시작하더니","Tam o sırada büyücünün boynundaki
beyaz çorap parlamaya başladı...",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1691,SD001_013,Then it sucked Kirby up!,Then it sucked Kirby up!,et Kirby fut avalé à son tour !,"...et Kirby disparut à
l'intérieur de celui-ci!",und saugte Kirby auf!,... e risucchiò Kirby!,¡y aspiró a Kirby hacia su interior!,"¡Y Kirby fue absorbido hacia
el interior del calcetín!","カービィは、くつしたのなかに
すいこまれて　しまいました！","커비가 양말 속으로
빨려 들어가고 말았습니다!",Sonra Kirby'yi içine çekti!,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1692,SD001_014,"""...""",...,« ... »,,„...“,...,"""...""",,……,......,...,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1693,SD001_015,"""This grass feels funny,"" Kirby thought.
""It feels like...trousers.""","""This grass feels funny,"" Kirby thought.
""It feels like...pants.""","« Ce gazon... il est bizarre.
On dirait du coton », pensa Kirby.","« Ce gazon est d'une drôle de texture.
On dirait... un foulard », pensa Kirby.","„Das Gras fühlt sich komisch an“, dachte Kirby.
“Wie eine Hose.“","""Che strano questo prato..."" pensò Kirby.
""Sembra fatto di... tessuto.""","""Esta hierba es muy rara"", murmuró Kirby.
""Parece hecha... de tela.""","""Qué suelo tan raro"", pensó Kirby,
""¿estará hecho de... pantalones?""","そこは、すべてが　ぬのや　けいとで
つくられた　せかいでした。","그곳은 온 세상이 털실과 천으로
이루어진 곳이었습니다.","'Bu çimen çok tuhaf,' diye düşündü Kirby.
'Sanki... pantolon gibi.'",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1694,SD001_016,And to Kirby's surprise...,And to Kirby's surprise...,Et à sa grande surprise...,Et à sa grande surprise...,"Überrascht stellte Kirby fest,",Ma la sorpresa fu ancora maggiore,Aunque lo que más le sorprendió...,Y para su sorpresa...,そして……おどろいたことに,그리고 더 놀라운 것은......,Ve Kirby'nin şaşkınlığına...,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1695,SD001_017,He saw that his entire body was made out of yarn!,He saw that his entire body was made out of yarn!,"il s'aperçut que tout son corps
était maintenant fait de fil !","...il constata que son corps était
maintenant fait de fil de tricot!",dass sein ganzer Körper aus Garn bestand!,quando Kirby vide che il suo corpo era fatto di filo!,¡fue ver que su cuerpo estaba hecho de hilo!,"¡Se dio cuenta de que su cuerpo
ahora estaba hecho de estambre!","カービィの　からだも
けいとになって　いたのです。","커비의 몸도
털실로 변해 버렸다는 사실입니다!",Bütün bedeninin iplikten yapıldığını gördü!,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1696,SD001_018,"Then, he saw a yarn monster
chasing a blue yarn boy!","Then, he saw a yarn monster
chasing a blue yarn boy!","Puis, il vit un monstre de fil
pourchassant un garçon de fil !","Puis, il aperçut un monstre de fil
pourchassant un petit garçon de fil!","Dann sah er ein Garnmonster, das einen
blauen Jungen aus Garn verfolgte!","Poi vide un mostro filoso che
inseguiva un ragazzo di filo blu!","De pronto, Kirby vio que un monstruo de
hilo perseguía a un muchacho de hilo.","¡Entonces, vio a un niño de estambre
huir de un monstruo de estambre!","するとそこへ、かいぶつに　おいかけられた
しょうねんが　かけてきました。","그런데 그곳으로 괴물에게 쫓기는
한 소년이 다가왔습니다.","Sonra mavi iplikten bir çocuğu
kovalayan iplikten bir canavar gördü!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1697,SD001_019,"""Somebody help me!""","""Somebody help me!""",« Au secours ! Aidez-moi ! »,« Au secours! Aidez-moi! »,"„Hilfe, Hilfe!“","""Aiutooooo!""","""¡Que alguien me ayude!""","""¡Auxilio, socorrooo!""",「たすけて～！」,｢살려 줘~!｣,'Biri yardım etsin!',FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1698,SD001_020,"Kirby tried to swallow the monster up,","Kirby tried to swallow the monster up,",Kirby tenta d'avaler le monstre...,"Kirby tenta alors d'avaler
le monstre, mais...","Kirby versuchte das Monster zu verschlucken,","Kirby cercò di risucchiare il mostro,",Kirby trató de absorber al monstruo...,Kirby intentó engullirse al monstruo...,"カービィは、とくいの　すいこみで
かいぶつを　やっつけようと　しますが、","커비는 자신의 특기인 빨아들이기로
괴물을 무찌르려고 했지만","Kirby canavarı yutmaya çalıştı,",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1699,SD001_021,but the air went right through his body! ,but the air went right through his body! ,"mais son pouvoir légendaire était
inefficace dans ce monde.",...il avala plutôt une bouffée d'air!,"aber die Luft ging einfach durch
seinen Körper hindurch!",ma l'aria passò attraverso il suo corpo!,¡pero el aire atravesó su cuerpo!,pero el aire solo traspasó su cuerpo.,けいとの　からだでは　くうきがぬけて　すいこめません。,공기가 몸을 통과해서 빨아들일 수가 없었습니다!,ama hava bedeninin içinden geçip gitti!,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1700,SD001_022,Kirby wondered what he should do...,Kirby wondered what he should do...,« Que faire ? » se demanda Kirby...,Kirby se demanda ce qu'il devait faire...,"Kirby überlegte, was er tun sollte...",Kirby non sapeva proprio cosa fare...,"Kirby trataba de pensar qué hacer
cuando, de repente...","¡Oh, no! Si tan solo tuviera un...",あぶない！　と、おもった　そのとき……,이를 어쩌지! 발을 동동 구르던 그때...,Kirby ne yapması gerektiğini düşündü...,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1701,SD001_023,"Suddenly, Kirby transformed into a car!","Suddenly, Kirby transformed into a car!","Tout à coup, il se transforma en voiture !","Tout à coup, le corps de Kirby
se transforma en voiture!",Da verwandelte er sich plötzlich in ein Auto!,... ma improvvisamente si trasformò in un'auto,¡se transformó en un coche!,"De pronto, ¡Kirby se transformó
en un automóvil!",なんと、カービィの　からだが　くるまに　へんしん！,갑자기 커비가 자동차로 변신!,Birden Kirby bir arabaya dönüştü!,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1702,SD001_024,"He drove away with the boy and
left the monster behind to eat his dust!","He drove away with the boy and
left the monster behind to eat his dust!","Il attrapa le garçon et fila, laissant
ainsi le monstre mordre la poussière.","Il partit à toute allure avec le garçon et
laissa le monstre dans la poussière!","Er schnappte sich den Jungen und machte
sich mit ihm aus dem Staub!","e sfrecciò via con il ragazzo, facendo
mangiare la polvere al mostro!","¡Kirby huyó a todo gas con el muchacho
y dejó al monstruo mordiendo el polvo!","¡Kirby recogió al chico y dejó
al monstruo atrás tragando polvo!","しょうねんを　のせて、あっというまに
かいぶつを　ふりきりました。","커비는 소년을 태우고
순식간에 괴물을 따돌렸습니다.","Çocuğu alıp uzaklaştı ve canavarı
arkasında toza boğdu!",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1703,SD001_025,Apparently that strange Metamato,"Apparently, that strange Metamato","Apparemment, cette étrange Métamate...","Apparemment, la mystérieuse Métamate...",Die seltsame Metamomate verlieh Kirby anscheinend,"A quanto pare, quello strano Metapomo","Al parecer, con ese extraño Meta Tomate...","Al parecer, ese extraño Meta Tomate...",どうやら、さっき　カービィが　たべた　トマトは、,아마도 조금 전에 커비가 먹은 토마토는,Görünüşe göre o tuhaf Metamato,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
1704,SD001_026,"gave Kirby the power to seamlessly transform
into a car...and who knows what else?","gave Kirby the power to seamlessly transform
into a car and...who knows what else?","avait conféré à Kirby le pouvoir de se transformer
à volonté en voiture... et qui sait en quoi d'autre ?","...avait donné à Kirby le pouvoir de se
transformer en tout ce qu'il désirait.","die Fähigkeit, sich schnurstracks in ein Auto zu
verwandeln... und wer weiß, in was sonst noch?","aveva dato a Kirby il potere di trasformarsi
in un'auto e... chissà cos'altro.","ahora Kirby podía transformarse en un coche...
¿y quién sabe en qué más?","le daba a Kirby el poder de transformarse
en auto y muchas cosas más.","たべれば　へんしんできる、
まほうのトマト　だったようです。","변신하는 능력을 가진
마법의 토마토였나 봅니다.","Kirby'ye dikiş izi bırakmadan arabaya dönüşme
gücü vermişti... kim bilir başka nelere?",FINAL_JOKE_REVIEWED,Kelime oyunu/mizah 10 dil çapraz kontrolüyle revize edildi; font ve piksel genişliği yeniden doğrulanacak.
1705,SD002_000,"""Thanks for your help,"" the blue yarn boy
said. ""...Not that I needed it.""","""Thanks for your help,"" the blue yarn boy
said. ""...Not that I needed it.""","« Merci pour ton aide », dit le garçon.
« Mais j'aurais pu m'en tirer tout seul. »","« Merci de m'avoir aidé... même
si je n'en avais pas besoin. »","„Danke für deine Hilfe“, sagte der blaue Junge aus
Garn. „Auch wenn ich sie nicht wirklich brauchte.“","""Grazie per l'aiuto,"" disse il ragazzo
di filo blu ""anche se non mi serviva!""","""Gracias por tu ayuda"", dijo el muchacho.
""Permíteme que me presente.""","""Gracias por darme tu ayuda,
aunque no la necesitaba.""","「さっきは　たすけてくれて　ありがとう！
ボクは　フラッフって　いうんだ」","｢도와줘서 고마워!
내 이름은 플러프야.｣","'Yardımın için teşekkürler,' dedi mavi
iplik çocuk. '...Gerçi ihtiyacım yoktu.'",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
