file,label,index,English,French,German,Spanish,Italian,Dutch,Turkish,Notes,ObservedMaxLines,ObservedMaxLineChars,ObservedMinTotalChars,ObservedMaxTotalChars
hundred_mgm_descr.msbt,ps_mgh450c,613,"[bsl]: Move
[ba]: Jump
[bb]: Punch
[bb] in the air: Kick","[bsl] : se déplacer
[ba] : sauter
[bb] : coup de poing
[bb] dans les airs : coup de pied","[bsl]: Bewegen
[ba]: Springen
[bb]: Schlagen
[bb] im Sprung: Tritt","Moverse: [bsl]
Saltar: [ba]
Puñetazo: [bb]
Patada: [bb] (en el aire)","[bsl]: muoviti
[ba]: salta
[bb]: sferra un pugno
[bb] a mezz'aria: sferra un calcio","[bsl]: bewegen
[ba]: springen
[bb]: meppen
[bb] in de lucht: trappen","[bsl]: Hareket
[ba]: Zıpla
[bb]: Yumruk
Havadayken [bb]: Tekme",,4,34,56,88
hundred_mgm_descr.msbt,mgh111c_div,614,Tilt system: Tilt box,Incliner la console : incliner la boîte,System neigen: Box kippen,Inclinar la caja: inclinar la consola,Inclina la console: muovi la scatola,Systeem kantelen: de doos kantelen,Sistemi eğ: Kutuyu eğ,,1,39,21,39
hundred_mgm_descr.msbt,mgh201_opmsg,615,"Shoot the  into your
rivals' goal!","Envoyez la  dans les
buts adverses !","Schieße den  in das
gegnerische Tor!","¡Lanza el  a la portería
de tus rivales!","Manda il  nella porta
dei rivali!","Schiet het  in het doel van
het andere team!",’yi rakip kaleye gönder!,,2,28,34,45
hundred_mgm_descr.msbt,ps_mgh210_rls,616,"Remember where each dish is and get
the order ready!","Mémorisez l'emplacement des plats et
préparez la commande demandée !","Merke dir, welches Gericht wo ist,
und finde die richtige Bestellung!","¡Recuerda dónde está cada
plato y prepara el menú!","Ricorda la posizione di ogni piatto
e soddisfa l'ordinazione!","Probeer te onthouden waar elk gerecht
is om aan de bestelling te voldoen!","Her yemeğin yerini aklında
tut ve siparişi hazırla!",,2,37,50,73
hundred_mgm_descr.msbt,mgh903_opmsg,617,Reach the point goal first!,Remportez le match !,"Erreiche als erstes Team die
vorgegebene Punktzahl!","¡Consigue más puntos
que nadie!","Raggiungi il numero di punti
stabilito prima dell'altra
squadra!","Haal als eerste het
vereiste aantal punten!",Hedef puana ilk ulaşan ol!,,3,28,20,64
hundred_mgm_descr.msbt,ps_mgh404c,618,[ba]: Jump,[ba] : sauter,[ba]: Springen,Saltar: [ba],[ba]: salta,[ba]: springen,[ba]: Zıpla,,1,14,10,14
hundred_mgm_descr.msbt,ps_mgh106_rls_2,619,"Pull the rope and drag your rival off
the cliff!","Tirez la corde pour faire tomber
votre adversaire dans le ravin !","Ziehe am Seil und lasse deinen Gegner
von der Klippe purzeln!","¡Tira de la cuerda y arrastra
a tu rival al acantilado!","Tirate la fune e fate precipitare
il vostro rivale!","Trek aan het touw en sleep
je tegenspelers de afgrond in!","Halatı çekip rakibini
uçurumdan aşağı sürükle!",,2,37,48,65
hundred_mgm_descr.msbt,mgh435c,620,[bc]/[ba]/[bb]/[bx]/[by]: Climb,[bc]/[ba]/[bb]/[bx]/[by] : grimper,[bc]/[ba]/[bb]/[bx]/[by]: Klettern,Escalar: [bc]/[ba]/[bb]/[bx]/[by],"[bc]/[ba]/[bb]/[bx]/[by]:
arrampicati",[bc]/[ba]/[bb]/[bx]/[by]: klimmen,[bc]/[ba]/[bb]/[bx]/[by]: Tırman,,2,34,31,37
hundred_mgm_descr.msbt,ps_mgh459_rls,621,Be on the stage when the camera flashes!,"Soyez sur le podium quand
la photo est prise !","Stehe auf der Bühne, wenn das Foto
gemacht wird!","¡Sitúate en el escenario
cuando la cámara haga la foto!","Sali sul podio in tempo per apparire
nella foto!","Zorg dat je op het podium staat
als de foto wordt gemaakt!",Flaş patladığında sahnede ol!,,2,40,40,58
hundred_mgm_descr.msbt,ps_mgh105c_2,622,"[ba]: Jump
[ba] in the air: Ground Pound","[ba] : sauter
[ba] dans les airs : charge au sol","[ba]: Springen
[ba] im Sprung: Stampfattacke","Saltar: [ba]
Salto Bomba: [ba] (en el aire)","[ba]: salta
[ba] a mezz'aria: schianto a terra","[ba]: springen
[ba] in de lucht: stampsprong","[ba]: Zıpla
Havadayken [ba]: Yere Vuruş",,2,34,40,48
hundred_mgm_descr.msbt,ps_mgh201_rls,623,Shoot the shell into your rivals' goal!,"Envoyez la carapace dans
les buts adverses !","Schieße den Panzer in das
gegnerische Tor!","¡Lanza el caparazón a la portería
de tus rivales!",Manda il guscio nella porta dei rivali!,"Schiet het schild in het doel
van het andere team!",Kabuğu rakip kaleye gönder!,,2,39,39,50
hundred_mgm_descr.msbt,ps_mgh201c,624,[bsl] Up / Down: Move,[bsl] haut/bas : se déplacer,[bsl] oben/unten: Bewegen,Moverse: [bsl] (arriba/abajo),[bsl] su/giù: muoviti,[bsl] boven/onder: bewegen,[bsl] Yukarı / Aşağı: Hareket,,1,29,21,29
hundred_mgm_descr.msbt,mgh704_opmsg,625,"Mash all the buttons shown
on the falling blocks!","Appuyez rapidement sur
tous les boutons indiqués
sur les blocs !","Drücke schnell alle Knöpfe, die
auf den herabfallenden Blöcken
angezeigt werden!","¡Pulsa todos los botones
que se muestran en las rocas
que caen!","Premi rapidamente tutti
i pulsanti indicati sui blocchi!","Blijf snel op alle knoppen
drukken die op de
vallende stenen staan!","Düşen bloklarda gösterilen
tüm tuşlara art arda bas!",,3,32,49,80
hundred_mgm_descr.msbt,mgh002_opmsg,626,"Jump from platform to platform
to chase !","Sautez de plateforme
en plateforme à la
poursuite de  !","Springe von Plattform zu
Plattform, um  zu erreichen!","¡Salta de plataforma en
plataforma para atrapar a !","Salta da una piattaforma
all'altra e raggiungi !","Spring van platform naar
platform en achtervolg !","Platformdan platforma
atlayıp ’ı yakala!",,3,30,42,56
hundred_mgm_descr.msbt,mgh407_opmsg,627,Don't let the pages flatten you!,"Ne vous faites pas écraser
entre les pages !","Lass dich nicht von den
Buchseiten plätten!","¡No dejes que las páginas
te aplasten!","Non farti spiaccicare
dalle pagine!",Laat de pagina's je niet pletten!,Sayfalar seni dümdüz etmesin!,,2,33,32,44
hundred_mgm_descr.msbt,mgh450c,628,"[bsl]: Move
[ba]: Jump
[bb]: Punch
[bb] in the air: Kick","[bsl] : se déplacer
[ba] : sauter
[bb] : coup de poing
[bb] dans les airs : coup de pied","[bsl]: Bewegen
[ba]: Springen
[bb]: Schlagen
[bb] im Sprung: Tritt","Moverse: [bsl]
Saltar: [ba]
Puñetazo: [bb]
Patada: [bb] (en el aire)","[bsl]: muoviti
[ba]: salta
[bb]: sferra un pugno
[bb] a mezz'aria: sferra un calcio","[bsl]: bewegen
[ba]: springen
[bb]: meppen
[bb] in de lucht: trappen","[bsl]: Hareket
[ba]: Zıpla
[bb]: Yumruk
Havadayken [bb]: Tekme",,4,34,56,88
hundred_mgm_descr.msbt,mgh105c_2,629,"[ba]: Jump
[ba] in the air: Ground Pound","[ba] : sauter
[ba] dans les airs : charge au sol","[ba]: Springen
[ba] im Sprung: Stampfattacke","Saltar: [ba]
Salto Bomba: [ba] (en el aire)","[ba]: salta
[ba] a mezz'aria: schianto a terra","[ba]: springen
[ba] in de lucht: stampsprong","[ba]: Zıpla
Havadayken [ba]: Yere Vuruş",,2,34,40,48
hundred_mgm_descr.msbt,ps_mgh111c,630,Tilt system: Tilt box,Incliner la console : incliner la boîte,System neigen: Box kippen,Inclinar la caja: inclinar la consola,Inclina la console: muovi la scatola,Systeem kantelen: de doos kantelen,Sistemi eğ: Kutuyu eğ,,1,39,21,39
hundred_mgm_descr.msbt,mgh404c,631,[ba]: Jump,[ba] : sauter,[ba]: Springen,Saltar: [ba],[ba]: salta,[ba]: springen,[ba]: Zıpla,,1,14,10,14
hundred_mgm_descr.msbt,mgh417_opmsg,632,Head to the exit!,Dirigez-vous vers la sortie !,Erreiche den Ausgang!,¡Dirígete a la salida!,Cerca di raggiungere l'uscita!,Op naar de uitgang!,Çıkışa ulaş!,,1,30,17,30
hundred_mgm_descr.msbt,ps_mgh446c,633,[bsl]: Move and pick up / Hand out letters,"[bsl] : se déplacer et
ramasser/donner les lettres",[bsl]: bewegen und aufnehmen/übergeben,"Moverse, coger y entregar cartas: [bsl]",[bsl]: muoviti/raccogli/consegna le lettere,[bsl]: bewegen en brief oprapen/geven,[bsl]: Hareket / Mektup al / teslim et,,2,43,37,50
hundred_mgm_descr.msbt,ps_mgh457_rls,634,"Dodge the obstacles in a race for
the goal!",Chevauchez un Bill Balle jusqu'à l'arrivée !,"Weiche auf dem Weg zum Ziel den
Hindernissen aus!","¡Esquiva los obstáculos
en la carrera hacia la meta!","Evita gli ostacoli e raggiungi il traguardo
prima degli altri!","Race naar de eindstreep
en ontwijk de obstakels!",Engellerden kaçıp hedefe kadar yarış!,,2,44,43,62
hundred_mgm_descr.msbt,mgh110_opmsg,635,Send your rivals flying!,Faites tomber vos adversaires !,"Schleudere deine Gegner
davon!","¡Lanza por los aires
a tus rivales!",Fai cadere i tuoi rivali!,Lanceer je tegenspelers!,Rakiplerini havaya uçur!,,2,31,24,35
hundred_mgm_descr.msbt,mgh_424_note_m,636,"Ride on the bouncing ball
and slam into your rivals to
knock them off!","Sur votre balle
rebondissante, percutez
vos adversaires pour les
éjecter !","Hüpfe mit einem Hüpfball
und rempele deine Gegner
an, um sie über den Rand
zu schubsen!","¡Muévete dando botes
y empuja a tus rivales
para sacarlos fuera!","Muoviti sulla palla elastica e
rimbalza contro i tuoi rivali
per farli precipitare!","Stuiter rond op je bal
en ram je tegenspelers
om ze te laten vallen!","Zıplayan topun üstünde
sekerek rakiplerine
çarp ve onları aşağı at!",,4,30,64,87
hundred_mgm_descr.msbt,mgh427_opmsg,637,Hammer away at !,Envoyez valser les  !,"Schwinge den Hammer und
mache  ein Segment kürzer!",¡Dale con el martillo al !,Prendi il  a martellate!,Mep de  met je hamer!,’a durmadan çekiçle vur!,,2,27,17,51
hundred_mgm_descr.msbt,mgh450_opmsg,638,"Knock off your rivals and watch
for open panels at 0!","Poussez vos adversaires sur
les panneaux qui s'ouvrent
quand ils atteignent 0 !","Schubse Gegner über den Rand
und achte auf die Platten –
bei „0“ öffnen sie sich!","¡Derriba a tus rivales y presta
atención a la cuenta atrás
en los paneles!","Spingi i tuoi rivali sui pannelli
con lo 0 per farli precipitare!","Ram je tegenspelers van het
platform. De valluiken gaan
open bij 0!","Rakiplerini düşür;
sayaç 0’a inince açılan
panellere dikkat et!",,3,33,53,81
hundred_mgm_descr.msbt,ps_mgh461c,639,[ba]: Stop the Chain Chomp,[ba] : arrêter le Chomp,[ba]: Kettenhund stoppen,Detener al Chomp Cadenas: [ba],[ba]: ferma il Categnaccio,[ba]: de Chain Chomp stoppen,[ba]: Chain Chomp’u durdur,,1,30,23,30
hundred_mgm_descr.msbt,mgh201c,640,[bsl] Up / Down: Move,[bsl] haut/bas : se déplacer,[bsl] oben/unten: Bewegen,Moverse: [bsl] (arriba/abajo),[bsl] su/giù: muoviti,[bsl] boven/onder: bewegen,[bsl] Yukarı / Aşağı: Hareket,,1,29,21,29
hundred_mgm_descr.msbt,ps_mgh415c,641,"[ba]: Accelerate
[br]: Shift gears","[ba] : accélérer
[br] : passer une vitesse","[ba]: Beschleunigen
[br]: Gang wechseln","Acelerar: [ba]
Cambiar de marcha: [br]","[ba]: accelera
[br]: sali di marcia","[ba]: optrekken
[br]: schakelen","[ba]: Hızlan
[br]: Vites değiştir",,2,25,31,42
hundred_mgm_descr.msbt,mgh_425_note_m,642,"Dodge the Spiny Shells!
The last one standing wins!","Esquivez les carapaces
à épines ! Le joueur qui
survit le plus longtemps
l'emporte.","Weiche den Stachi-Panzern
aus! Wer als Letzter übrig
bleibt, gewinnt!","¡Esquiva los caparazones
de pinchos! ¡Quien aguante
hasta el final, gana!","Schiva i gusci spinosi!
Vince chi resiste di più!","Ontwijk de Spiny-schilden!
Wie als laatste overblijft,
wint.","Dikenli Kabuklardan
kaç! Ayakta kalan
son oyuncu kazanır!",,4,27,49,83
hundred_mgm_descr.msbt,ps_mgh454_rls,643,Wipe the paint off of the Chain Chomp!,"Nettoyez les Chomps de leurs
taches de peinture !",Schrubbe die Farbe vom Kettenhund!,¡Quítale la pintura al Chomp Cadenas!,Ripulisci il Categnaccio dalla vernice!,Wrijf de verf van de Chain Chomp af!,Chain Chomp’un üzerindeki boyayı sil!,,2,39,34,49
hundred_mgm_descr.msbt,mgh_458_note_m,644,"Look in the direction the
arrows aren't pointing!","Ne vous tournez PAS dans
les directions indiquées par
les flèches !","Sieh in die Richtung, in die
die Pfeile nicht weisen!","¡Mira hacia donde
no apuntan las flechas!","Voltati in una direzione
NON indicata dalla frecce!","Kijk in een richting waar de
pijlen niet heen wijzen!",Okların göstermediği yöne bak!,,3,28,41,67
hundred_mgm_descr.msbt,mgh460_opmsg,645,"Fling yourself to the highest
score!","Lâchez au bon moment
pour marquer le plus
de points possible !","Schleudere dich auf die
höchste Punktzahl!","¡Lánzate a por la mayor
puntuación!","Lanciati verso il punteggio
più alto!","Werp jezelf naar
de hoogste score!","Kendini en yüksek
puana doğru fırlat!",,3,29,34,62
hundred_mgm_descr.msbt,ps_mgh461_rls,646,"Let the Chain Chomp get as close as
possible before you turn around!","Laissez le Chomp s'approcher
le plus près possible avant de
vous retourner pour l'arrêter !","Drehe dich erst um, wenn der
Kettenhund ganz nahe ist!","Deja que el Chomp Cadenas
se te acerque... ¡y detenlo
en el último momento!","Lascia avvicinare il Categnaccio
più che puoi e poi voltati!","Laat de Chain Chomp zo dicht mogelijk
naderen voor je je omdraait!","Chain Chomp’u olabildiğince
yaklaştır, sonra arkana dön!",,3,37,54,91
hundred_mgm_descr.msbt,mgh_426_note_m,647,"Mash the buttons in order
to jump as far as you can!","Appuyez rapidement sur le
bouton indiqué pour sauter
le plus loin possible.","Drücke möglichst schnell
die richtigen Knöpfe, um
so weit zu springen, wie
du kannst!","¡Pulsa los botones en orden
para saltar tan lejos como
puedas!","Premi rapidamente
i pulsanti per saltare
più lontano che puoi!","Druk snel op de knoppen in
de juiste volgorde om zo
ver mogelijk te springen!","Olabildiğince uzağa
zıplamak için düğmelere
sırayla hızla bas!",,4,27,52,85
hundred_mgm_descr.msbt,ps_mgh430c,648,[by]/[bb]/[ba]: Select gate,[by]/[bb]/[ba] : choisir une porte,[by]/[bb]/[ba]: Tür wählen,Elegir puerta: [by]/[bb]/[ba],[by]/[bb]/[ba]: scegli la porta,[by]/[bb]/[ba]: deur kiezen,[by]/[bb]/[ba]: Kapı seç,,1,34,26,34
hundred_mgm_descr.msbt,mgh_note_440,649,"Make a snowball to push out
your rivals!","Faites une boule de
neige pour pousser
vos adversaires !","Rolle einen Schneeball und
schubse deine Gegner weg!","¡Haz una bola de nieve
y úsala para quitar de
en medio a tus rivales!","Fai delle palle di neve per far
precipitare i tuoi rivali!","Maak een sneeuwbal en rol je
tegenspelers van de berg af!","Bir kartopu yapıp
rakiplerini dışarı it!",,3,31,40,69
hundred_mgm_descr.msbt,mgh446c,650,"[bsl]: Move and pick up /
Hand out letters","[bsl] : se déplacer et ramasser/
donner les lettres","[bsl]: bewegen und
aufnehmen/übergeben","Moverse, coger
y entregar cartas: [bsl]","[bsl]: muoviti/raccogli/consegna
le lettere","[bsl]: bewegen en brief
oprapen/geven","[bsl]: Hareket /
Mektup al / teslim et",,2,32,37,51
hundred_mgm_descr.msbt,mgh_459_note_m,651,"Be on the stage at the
moment of the photo!","Soyez sur le podium quand
la photo est prise !","Stehe auf der Bühne, wenn
das Foto gemacht wird!","¡Sitúate en el escenario
cuando la cámara haga
la foto!","Cerca di essere sul podio
quando scattano la foto!","Zorg dat je op het
podium staat als de
foto wordt gemaakt!","Fotoğraf çekildiği
anda sahnede ol!",,3,25,43,58
hundred_mgm_descr.msbt,ps_mgh212c,652,"[bsl]: Move
[ba]: Jump
[bb]: Punch
[bb] in the air: Kick","[bsl] : se déplacer
[ba] : sauter
[bb] : coup de poing
[bb] dans les airs : coup de pied","[bsl]: Bewegen
[ba]: Springen
[bb]: Schlagen
[bb] im Sprung: Treten","Moverse: [bsl]
Saltar: [ba]
Puñetazo: [bb]
Patada: [bb] (en el aire)","[bsl]: muoviti
[ba]: salta
[bb]: sferra un pugno
[bb] a mezz'aria: sferra un calcio","[bsl]: bewegen
[ba]: springen
[bb]: slaan
[bb] in de lucht: trappen","[bsl]: Hareket
[ba]: Zıpla
[bb]: Yumruk
Havadayken [bb]: Tekme",,4,34,56,88
hundred_mgm_descr.msbt,ps_mgh802_rls_2,653,"Connect 5 or more same-colored balls
to clear them!","Connectez 5 billes de la même couleur
ou plus pour les faire disparaître !","Verbinde 5 oder mehr Kugeln der
gleichen Farbe, um sie zu entfernen!","¡Alinea 5 o más bolas del mismo
color para eliminarlas!","Collega 5 o più sfere dello stesso
colore per eliminarle!","Verbind 5 of meer ballen met dezelfde
kleur om ze op te ruimen!","Aynı renkten 5 veya daha fazla
topu birleştirip temizle!",,2,37,51,74
hundred_mgm_descr.msbt,mgh_note_901,654,"Play beach volleyball and
reach the point goal before
the other team!","Disputez une partie
de volley de plage et
marquez le point décisif
avant vos adversaires !","Spiele Beach-Volleyball und
erreiche die vorgegebene
Punktzahl vor dem gegne-
rischen Team!","¡Juega al vóley-playa
y consigue más puntos
que tu contrincante!","Gioca una partita di beach
volley e raggiungi il numero
stabilito di punti prima
dell'altra squadra!","Speel strandvolleybal en
haal het vereiste aantal
punten sneller dan het
andere team!","Plaj voleybolu oyna
ve hedef puana diğer
takımdan önce ulaş!",,4,28,64,100
hundred_mgm_descr.msbt,mgh_414_note_d,655,"Turn the crank to raise
the flag quickly!","Tournez la roue pour
hisser le drapeau le plus
rapidement possible !","Drehe an der Kurbel, um
die Fahne so schnell wie
möglich zu hissen!","Gira la manivela para izar
la bandera, ¡y date prisa!","Ruota la manovella per
issare la bandiera
rapidamente!","Draai aan het wiel
om de vlag zo snel
mogelijk te hijsen!","Kolu çevirip bayrağı
olabildiğince
hızlı yükselt!",,3,26,41,68
hundred_mgm_descr.msbt,ps_mgh438_rls,656,"Catch the Mega Mushroom and ram
into your rivals!","Ramassez le méga champignon
et envoyez valser vos adversaires !","Hol dir den Mega-Pilz und ramme deine
Gegner!","¡Coge el megachampiñón
y carga contra tus rivales!","Acchiappa il megafungo e travolgi
i tuoi rivali!","Vind de megapaddenstoel
en ram je tegenspelers!",Mega Mantar’ı kap ve rakiplerine çarp!,,2,37,45,63
hundred_mgm_descr.msbt,mgh_440_note_m,657,"Roll up a big snowball to
push out your rivals!","Faites une grosse boule de
neige pour pousser et faire
tomber vos adversaires !","Rolle einen größer
werdenden Schneeball und
schubse deine Gegner weg!","¡Haz una bola de nieve
y úsala para quitar de
en medio a tus rivales!","Crea una palla di neve
gigante e colpisci i rivali
per farli precipitare!","Maak een sneeuwbal
en rol je tegenspelers
van de berg af!","Kocaman bir kartopu yuvarlayıp
rakiplerini dışarı it!",,3,27,47,79
hundred_mgm_descr.msbt,mgh_note_441,658,Hit the ball into the hole!,Envoyez la balle dans le trou !,Schlag den Ball ins Loch!,¡Mete la bola en el hoyo!,Metti la palla in buca!,Sla de bal in de hole!,Topu deliğe sok!,,1,31,22,31
hundred_mgm_descr.msbt,ps_mgh445_rls,659,Skate 5 laps quickly!,Effectuez 5 tours le plus vite possible !,"Drehe möglichst schnell 5 Runden auf
dem Eis!","¡Completa 5 vueltas en patín
a toda velocidad!",Percorri 5 giri nel minor tempo possibile!,Schaats snel 5 rondjes!,5 turu olabildiğince hızlı kay!,,2,42,21,46
hundred_mgm_descr.msbt,mgh_447_note_d,660,"Out-spin everyone else on
your snowboard!","Effectuez le plus de
tours possible sur
votre snowboard !","Drehe dich auf deinem
Snowboard weiter als
deine Gegner!","¡Haz más giros que nadie
con la tabla de snowboard!","Fai girare la testa ai tuoi
rivali con il tuo snowboard!","Spin vaker in het rond op je
snowboard dan de anderen!","Snowboardla herkesten
fazla dönüş yap!",,3,28,41,57
hundred_mgm_descr.msbt,ps_mgh452_rls,661,"Keep poking your head out without letting
a Monty Mole hit you!","Sortez la tête le plus longtemps
possible en évitant les coups
de marteau des Topi Taupes !","Strecke deinen Kopf hinaus, aber lass
dich nicht von Monty Maulwurf treffen!","¡Asoma la cabeza tanto
como puedas sin que te
golpeen los Topos Monty!","Tieni la testa fuori dalle buche senza
farti colpire dalle Tantatalpe!","Steek zo lang mogelijk je hoofd omhoog
zonder gemept te worden door een
Monty Mole!","Monty Mole sana vurmadan
kafanı olabildiğince
uzun süre dışarıda tut!",,3,41,63,91
