index,key,English,French,German,Italian,Spanish,Turkish,prefix_hex
762,w10_l02_cloud:0:*,<squish=0.87>9-2 Gushin' Geysers,<squish=0.87>9-2 GEYSERS JAILLISSANTS,<squish=0.87>9-2 Tanz der Geysire,<squish=0.87>9-2 GEYSER GIGANTI,<squish=0.87>9-2 Chorros engorrosos,<squish=0.87>9-2 Fışkıran Gayzerler,01
763,w10_l03_cloud:0:*,<squish=0.87>9-3 Spiky Surprise,<squish=0.87>9-3 PAROIS À PICS,<squish=0.87>9-3 Stachelrache,<squish=0.87>9-3 SORPRESA APPUNTITA,<squish=0.87>9-3 Estacas bellacas,<squish=0.87>9-3 Dikenli Sürpriz,01
764,w10_l04_cloud:0:*,<squish=0.87>9-4 Mischievous Moles,<squish=0.87>9-4 TAUPES AU TOP,<squish=0.87>9-4 Fiese Maulwürfe,<squish=0.87>9-4 TALPE DISPETTOSE,<squish=0.87>9-4 Topos artilleros,<squish=0.87>9-4 Yaramaz Köstebekler,01
765,w10_l05_cloud:0:*,<squish=0.87>9-5 Topsy Turvy,<squish=0.87>9-5 SENS DESSUS DESSOUS,<squish=0.87>9-5 Drunter und Drüber,<squish=0.87>9-5 SOTTOSOPRA,<squish=0.87>9-5 Troncos tronados,<squish=0.87>9-5 Altüst,01
766,w10_l06_cloud:0:*,<squish=0.87>9-6 Tar Ball Fall,<squish=0.87>9-6 GARE AU GOUDRON,<squish=0.87>9-6 Zäher Teerregen,<squish=0.87>9-6 PALLE INFUOCATE,<squish=0.87>9-6 Bombardeo de brea,<squish=0.87>9-6 Katran Topu Yağmuru,01
767,w10_l07_cloud:0:*,<squish=0.87>9-7 Robo Factory,<squish=0.87>9-7 FABRIQUE ROBOTIQUE,<squish=0.87>9-7 Robo-Fabrik,<squish=0.87>9-7 ROBOFABBRICA,<squish=0.87>9-7 Fábrica robótica,<squish=0.87>9-7 Robot Fabrikası,01
768,w10_l08_cloud:0:*,<squish=0.87>9-8 Lavawheel Volcano,<squish=0.87>9-8 MÉCANIQUE VOLCANIQUE,<squish=0.87>9-8 Tosendes Vulkanrumoren,<squish=0.87>9-8 RUOTA DI LAVA,<squish=0.87>9-8 Ejes estrombolianos,<squish=0.87>9-8 Lav Çarklı Volkan,01
769,w10_l09_cloud:0:*,<squish=0.87>9-9 Golden Temple,<squish=0.87>9-9 TEMPLE D'OR,<squish=0.87>9-9 Goldener Tempel,<squish=0.87>9-9 PIRAMIDE SCINTILLANTE,<squish=0.87>9-9 Templo dorado,<squish=0.87>9-9 Altın Tapınak,01
770,w10_shop_cloud:0:*,<squish=0.87>9-S Cranky Kong's Shop,<squish=0.87>9-C CABANE DE CRANKY KONG,<squish=0.87>9-L Cranky Kongs Laden,<squish=0.87>9-C Bazar Cranky,<squish=0.87>9-T Tienda de Cranky Kong,<squish=0.87>9-D Cranky Kong'un Dükkânı,01
771,fileselect_areanamecharacte:9:Cloud,9,9,9,9,9,9,01
772,map_load_play_secret:0:*,Enter,ENTRER,Los geht's!,Entra,Entrar,Gir,01
773,extras_movie:0:*,Movie Gallery,VIDÉOS,Film-Galerie,Galleria filmati,<scale=0.9>Galería de vídeos,Video Galerisi,01
774,extras_movie_categories:0:*,Opening,INTRODUCTION,Intro,Introduzione,Introducción,Açılış,01
775,extras_movie_categories:1:*,Pre-Battle,FACE À L'ENNEMI,Auftakt,Pre-scontro,Frente al enemigo,Savaş Öncesi,01
776,extras_movie_categories:2:*,Pre-Battle (DK),FACE À L'ENNEMI (DK),Auftakt (DK),Pre-scontro (DK),Frente al enemigo (DK),Savaş Öncesi (DK),01
777,extras_movie_categories:3:*,Pre-Battle (Diddy),FACE À L'ENNEMI (DIDDY),Auftakt (Diddy),Pre-scontro (Diddy),Frente al enemigo (Diddy),Savaş Öncesi (Diddy),01
778,extras_movie_categories:4:*,Post-Battle,DÉNOUEMENT,Ausklang,Post-scontro,Desenlace,Savaş Sonrası,01
779,extras_movie_categories:5:*,Post-Battle (DK),DÉNOUEMENT (DK),Ausklang (DK),Post-scontro (DK),Desenlace (DK),Savaş Sonrası (DK),01
780,extras_movie_categories:6:*,Post-Battle (Diddy),DÉNOUEMENT (DIDDY),Ausklang (Diddy),Post-scontro (Diddy),Desenlace (Diddy),Savaş Sonrası (Diddy),01
781,extras_movie_categories:7:*,Golden Temple,LE TEMPLE D'OR,Goldener Tempel,Piramide scintillante,Templo dorado,Altın Tapınak,01
782,extras_movie_categories:8:*,Inside Temple,LE SECRET DU TEMPLE,Im Tempel,Dentro la Piramide,Dentro del templo,Tapınağın İçi,01
783,extras_movie_categories:9:*,Inside Temple (DK),LE SECRET DU TEMPLE (DK),Im Tempel (DK),Dentro la Piramide (DK),Dentro del templo (DK),Tapınağın İçi (DK),01
784,extras_movie_categories:10:*,Inside Temple (Diddy),LE SECRET DU TEMPLE (DIDDY),Im Tempel (Diddy),Dentro la Piramide (Diddy),Dentro del templo (Diddy),Tapınağın İçi (Diddy),01
785,eol_unlock_movie:0:*,MOVIE GALLERY UPDATED!,DU NOUVEAU DANS LES VIDÉOS !,FILM-GALERIE AKTUALISIERT!,GALLERIA FILMATI AGGIORNATA!,¡Galería de vídeos actualizada!,VİDEO GALERİSİ GÜNCELLENDİ!,01
786,shop_item_names:7:*,DK Barrel,TONNEAU DK,<scale=0.9>DK-Fass,Barile DK,Barril DK,DK Varili,01
787,shop_item_names:8:*,Green Balloon,BALLON VERT,<scale=0.9>Grüner Ballon,<scale=0.8>Palloncino verde,Globo verde,Yeşil Balon,01
788,shop_item_names:9:*,Crash Guard,ANTI-CHOCS,<scale=0.9>Schutztrunk,<scale=0.9>Antischianto,Parachoques,<scale=0.9>Darbe Kalkanı,01
789,shop_item_names:10:*,Orb,SPHÈRE,<scale=0.9>Kugel,Sfera,Esfera,Küre,01
790,shop_descriptions:7:*,Allows you to use a DK Barrel any time.,PERMET D'UTILISER|UN TONNEAU DK|À TOUT MOMENT.,Lässt dich jederzeit|ein DK-Fass einsetzen.,Ti permette di usare un Barile DK in qualsiasi momento.,Permite usar el barril DK en cualquier momento.,İstediğin zaman bir DK Varili|kullanmanı sağlar.,01
791,shop_descriptions:8:*,Saves you once from a fall! (Not all the time),VOUS PROTÈGE D'UNE CHUTE|(NE MARCHE PAS PARTOUT).,Rettet dich einmalig vor einem Absturz! (In den meisten Fällen.),"Ti salva una volta da una caduta, ma non sempre!",¡Te salva de una caída! (Casi siempre),Seni bir kez düşmekten kurtarır!|(Her yerde değil),01
792,shop_descriptions:9:*,Makes your mine cart or rocket barrel temporarily invincible!,REND INVULNÉRABLE VOTRE|CHARIOT OU TONNEAU-FUSÉE|(TEMPORAIRE).,Macht deine Lore oder dein Raketenfass für kurze Zeit unbesiegbar!,<scale=0.8>Rende il carrello o il razzo barile temporaneamente invincibile!,¡La vagoneta minera o el barril cohete se vuelven temporalmente invulnerables!,Maden vagonunu veya roket varilini|geçici olarak yenilmez yapar!,01
793,shop_descriptions:10:*,One of the orbs needed to enter the Golden Temple,OBTENEZ TOUTES LES SPHÈRES POUR ACCÉDER AU TEMPLE D'OR.,"Finde alle Kugeln, um den Goldenen Tempel zu betreten.",Ottieni tutte le sfere per accedere alla Piramide scintillante.,Consigue todas las esferas para acceder al templo dorado.,Altın Tapınağa girmek için gereken|kürelerden biri.,01
794,create_new_slot_new_mode_button:0:*,New Mode,NOUVELLE VERSION,Neuer Modus,<scale=0.8>Modalità nuova,Modo nuevo,Yeni Mod,01
795,create_new_slot_original_mode_button:0:*,Original Mode,VERSION ORIGINALE,Originalmodus,<scale=0.8>Modalità originale,Modo original,Orijinal Mod,01
796,create_new_slot_new_mode_title:0:*,New Mode,NOUVELLE VERSION,Neuer Modus,<scale=0.8>Modalità nuova,Modo nuevo,Yeni Mod,01
797,create_new_slot_original_mode_title:0:*,Original Mode,VERSION ORIGINALE,Originalmodus,<scale=0.8><squish=0.85>Modalità originale,Modo original,Orijinal Mod,01
798,create_new_slot_new_mode_description:0:*,"<scale=0.8>In this mode, Donkey Kong has 3 hearts by default and there is a wider variety of items available for purchase at Cranky's shop.||Note: You can’t change modes after starting a new game.","<scale=0.8>DANS CETTE VERSION, DK DISPOSE|DE 3 CŒURS ET PEUT ACHETER|DE NOUVEAUX ÉLÉMENTS DANS|LA CABANE DE CRANKY.||VOUS NE POUVEZ PAS CHANGER|DE VERSION EN COURS DE PARTIE.",<scale=0.8>In diesem Modus spielt Donkey Kong mit 3 Herzen und der Laden hat mehr Items im Angebot.||Hinweis: Nach dem Start eines neuen Spiels kannst du nicht in einen anderen Modus wechseln.,"<scale=0.7>In questa modalità, Donkey Kong inizia sempre con 3 cuori e ha accesso a una gamma di oggetti più ampia nel Bazar Cranky.||Nota: non puoi cambiare modalità dopo aver iniziato una nuova partita.","<scale=0.7>En este modo Donkey Kong tiene 3 corazones desde el principio y puedes comprar una mayor variedad de objetos en la tienda de Cranky.||Nota: Una vez comenzada una nueva partida, no podrás cambiar de modo.",<scale=0.8>Bu modda Donkey Kong varsayılan olarak|3 kalple başlar ve Cranky'nin dükkânında|daha fazla eşya çeşidi bulunur.||Not: Yeni oyuna başladıktan sonra|mod değiştirilemez.,01
799,create_new_slot_original_mode_description:0:*,"<scale=0.8>In this mode, you play with the same rules and settings as the W** version of Donkey Kong Country Returns.||Note: You can’t change modes after starting a new game.",<scale=0.8>CHOISISSEZ CETTE VERSION POUR|JOUER AVEC LES RÉGLAGES DE|LA VERSION W** DE DONKEY KONG|COUNTRY RETURNS.||VOUS NE POUVEZ PAS CHANGER|DE VERSION EN COURS DE PARTIE.,<scale=0.8>In diesem Modus spielst du mit den Regeln und Einstellungen der W**-Version von Donkey Kong Returns.||Hinweis: Nach dem Start eines neuen Spiels kannst du nicht in einen anderen Modus wechseln.,"<scale=0.7>In questa modalità, giochi con le regole e le caratteristiche della versione per W** di Donkey Kong Country Returns.||Nota: non puoi cambiare modalità dopo aver iniziato una nuova partita.","<scale=0.7>En este modo jugarás con las mismas reglas y configuración que en la versión de W** de Donkey Kong Country Returns.||Nota: Una vez comenzada una nueva partida, no podrás cambiar de modo.",<scale=0.8>Bu modda Donkey Kong Country Returns'ün|W** sürümündeki kurallar ve ayarlarla|oynarsın.||Not: Yeni oyuna başladıktan sonra|mod değiştirilemez.,01
800,start_game_enable_wireless_message:0:*,Enable Wireless Mode,ACTIVEZ LA COMMUNICATION|SANS FIL.,Drahtlose Verbindung aktivieren,Abilita modalità wireless,Activa el modo inalámbrico,Kablosuz Modu Etkinleştir,01
801,host_or_join_choose_character_title:0:*,Choose Your Character,CHOIX DU PERSONNAGE,<scale=0.9>Wähle deine Spielfigur aus,Scegli un personaggio,Elige un personaje,Karakterini Seç,01
802,host_or_join_choose_dk:0:*,Donkey Kong,Donkey Kong,Donkey Kong,Donkey Kong,Donkey Kong,Donkey Kong,01
803,host_or_join_choose_diddy:0:*,Diddy Kong,Diddy Kong,Diddy Kong,Diddy Kong,Diddy Kong,Diddy Kong,01
804,host_or_join_dk_title:0:*,Host Game,CRÉER,Spiel erstellen,Crea partita,Crear partida,Oyun Kur,01
805,host_or_join_dk_text_1:0:*,<scale=0.7>- You control Donkey Kong.|- You control the menus.|- This game file's clear status and|<space=2>inventory will be used.|- Play results will be saved to this|<space=2>game file.,<scale=0.7>- VOUS CONTRÔLEZ DONKEY KONG ;|- VOUS AVEZ ACCÈS AUX MENUS ;|- PROGRESSION ET INVENTAIRE SONT TIRÉS|<space=2>DE VOTRE PARTIE ;|- LES RÉSULTATS SERONT SAUVEGARDÉS|<space=2>SUR VOTRE PARTIE.,<scale=0.7>- Du steuerst Donkey Kong.|- Du navigierst im Menü.|- Der Spielstand und das|<space=2>Inventar stammen aus|<space=2>deinem aktuellen Spiel.|- Ergebnisse werden auf|<space=2>dem aktuellen Spielstand|<space=2>gespeichert.,<scale=0.7>- Controlli Donkey Kong.|- Controlli i menu.|- Vengono usati l'inventario e i|<space=2>progressi di questo file di gioco.|- I risultati delle partite vengono|<space=2>salvati in questo file di gioco.,<scale=0.7>- Controlas a Donkey Kong.|- Controlas los menús.|- Se usarán el progreso y el|<space=2>inventario de este archivo.|- Los resultados se guardarán en|<space=2>este archivo.,<scale=0.7>- Donkey Kong'u sen kontrol edersin.|- Menüleri sen kontrol edersin.|- Bu kayıt dosyasının ilerlemesi ve|<space=2>envanteri kullanılır.|- Oyun sonuçları bu kayıt dosyasına|<space=2>kaydedilir.,01
806,host_or_join_dk_text_2:0:*,\NUL,\NUL,\NUL,\NUL,\NUL,\NUL,01
807,host_or_join_diddy_title:0:*,Join Game,REJOINDRE,Mitspielen,<scale=0.7>Unisciti a una partita,<scale=0.9>Unirse a la partida,Oyuna Katıl,01
808,host_or_join_diddy_text_1:0:*,<scale=0.7>- You control Diddy Kong.|- You can’t control the menus.|- This game file won’t be used.|- Play results will be saved to the|<space=2>other player's game file.,<scale=0.7>- VOUS CONTRÔLEZ DIDDY KONG ;|- VOUS N'AVEZ PAS ACCÈS AUX MENUS ;|- LES DONNÉES DE JEU NE PROVIENNENT|<space=2>PAS DE VOTRE PARTIE ;|- LES RÉSULTATS SERONT SAUVEGARDÉS|<space=2>SUR LA PARTIE DE DONKEY KONG.,<scale=0.7>- Du steuerst Diddy Kong.|- Du kannst im Menü nicht|<space=2>navigieren.|- Dein aktueller Spielstand|<space=2>wird nicht verwendet.|- Ergebnisse werden auf|<space=2>dem Spielstand deines|<space=2>Mitspielers gespeichert.,<scale=0.7>- Controlli Diddy Kong.|- Non controlli i menu.|- Non viene usato questo file di|<space=2>gioco.|- I risultati delle partite vengono|<space=2>salvati nel file di gioco dell'altro|<space=2>giocatore.,<scale=0.7>- Controlas a Diddy Kong.|- No controlas los menús.|- No se usarán los datos de este|<space=2>archivo.|- Los resultados se guardarán en el|<space=2>archivo del otro jugador.,<scale=0.7>- Diddy Kong'u sen kontrol edersin.|- Menüleri kontrol edemezsin.|- Bu kayıt dosyası kullanılmaz.|- Oyun sonuçları diğer oyuncunun|<space=2>kayıt dosyasına kaydedilir.,01
809,host_or_join_diddy_text_2:0:*,\NUL,\NUL,\NUL,\NUL,\NUL,\NUL,01
810,wait_for_client_waiting_for_diddy:0:*,Waiting for Diddy Kong,EN ATTENTE DE|DIDDY KONG...,Warten auf Diddy Kong,In attesa di Diddy Kong...,Esperando a Diddy Kong...,Diddy Kong bekleniyor,01
811,accept_diddy_diddy_arrived:0:*,Diddy Kong arrived,DIDDY KONG EST ARRIVÉ !,Diddy Kong ist da!,Diddy Kong è arrivato,Diddy Kong ya ha llegado.,Diddy Kong geldi,01
812,select_dk_select_game:0:*,Select Game,SÉLECTIONNER UNE PARTIE,Spiel auswählen,Seleziona partita,Selecciona una partida,Kayıt Seç,01
813,select_dk_unavailable:0:*,Unavailable,NON DISPONIBLE,Nicht verfügbar,Non disponibile,No disponible,Kullanılamıyor,01
814,select_host_waiting_for_dk:0:*,Waiting for Donkey Kong,EN ATTENTE DE|DONKEY KONG...,Warten auf Donkey Kong,In attesa di Donkey Kong...,Esperando a Donkey Kong...,Donkey Kong bekleniyor,01
815,select_host_waiting_to_start:0:*,Waiting to start,EN ATTENTE DE|COMMENCER...,Warten auf den Startschuss,In attesa di iniziare...,Esperando al otro jugador...,Oyunun başlaması bekleniyor,01
816,movie_screen_play:0:*,\9097e9e2        Play,\9097e9e2        LIRE,\9097e9e2        Spielen,\9097e9e2        Riproduci,\9097e9e2        Jugar,\9097e9e2        Oynat,01
817,movie_screen_pause:0:*,\9097e9e2        Pause,\9097e9e2        PAUSE,\9097e9e2        Pause,\9097e9e2        Pausa,\9097e9e2        Pausar,\9097e9e2        Duraklat,01
818,movie_screen_stop:0:*,\y_button_32        Stop,\y_button_32        ARRÊTER,\y_button_32        Stop,\y_button_32        Stop,\y_button_32        Detener,\y_button_32        Durdur,01
819,inventory_screen_failure_reasons:0:*,\NUL,\NUL,\NUL,\NUL,\NUL,\NUL,01
820,inventory_screen_failure_reasons:1:*,\ALT(item not available in multiplayer)\ALT,\ALTNON DISPONIBLE EN MULTIJOUEUR\ALT,\ALT(Im 2 Spieler-Modus nicht verfügbar.)\ALT,<scale=0.8>\ALT(oggetto non disponibile in multiplayer)\ALT,\ALT(no disponible en el modo multijugador)\ALT,\ALT(çok oyunculuda kullanılamaz)\ALT,01
821,inventory_screen_failure_reasons:2:*,\ALT(item not available for this level)\ALT,\ALTNON DISPONIBLE POUR CE NIVEAU\ALT,\ALT(In diesem Level nicht verfügbar.)\ALT,<scale=0.8>\ALT(oggetto non disponibile in questo livello)\ALT,\ALT(no disponible en este nivel)\ALT,\ALT(bu bölümde kullanılamaz)\ALT,01
822,inventory_screen_failure_reasons:3:*,\NUL,\NUL,\NUL,\NUL,\NUL,\NUL,01
823,inventory_screen_failure_reasons:4:*,\NUL,\NUL,\NUL,\NUL,\NUL,\NUL,01
824,shop_cloud_greeting:0:INT,<squish=0.82>Surprised to find me here in the clouds? This is your ol' grandpappy's favourite holiday spot. Just don't ask how I got here.,"<squish=0.82>SURPRIS DE ME VOIR ICI,|FISTON ? JE VIENS SOUVENT|EN VACANCES DANS LES|NUAGES. NE ME DEMANDE|PAS COMMENT JE SUIS|MONTÉ, CE SERAIT TROP|LONG À EXPLIQUER !","<squish=0.82>Überrascht, mich hier in den Wolken anzutreffen? Dies ist mein absoluter Lieblingsurlaubsort! Frag aber nicht, wie ich hier hoch gekommen bin.",<squish=0.82>Sorpreso di trovarmi tra le nuvole? Adoro passare le vacanze quassù. Ma non chiedermi come ci sono arrivato.,<squish=0.82>¿Te sorprende verme aquí en las nubes? Es el destino turístico favorito de tu abuelito... y no me preguntes cómo he llegado aquí.,<squish=0.82>Bulutlarda beni görünce şaşırdın mı?|Burası ihtiyar dedenin|en sevdiği tatil yeri.|Buraya nasıl geldiğimi sorma.,01
825,shop_cloud_greeting:1:OPT,"<squish=0.82>You really showed your ape mettle making it this far. I'm proud of you, sonny!","<squish=0.82>TU AS VRAIMENT FAIT PREUVE|DE TÉNACITÉ POUR ARRIVER|AUSSI LOIN. JE SUIS FIER DE|TOI, FISTON !","<squish=0.82>Du bist wirklich ein eifriges Äffchen, so weit, wie du gekommen bist. Ich bin stolz auf dich, Jungchen!","<squish=0.82>Finora hai dimostrato di non avere pelo sullo stomaco. Sono fiero di te, figliolo!","<squish=0.82>Tienes lo que un mono tiene que tener para llegar hasta aquí. ¡Estoy orgulloso de ti, chaval!","<squish=0.82>Buraya kadar gelerek|maymunlara yaraşır|cesaretini gösterdin.|Seninle gurur duyuyorum, evlat!",01
826,shop_cloud_greeting:2:CON,<squish=0.82>Don't be fooled by the fluffy clouds. This place holds some of the toughest challenges your grandpappy has ever seen.,"<squish=0.82>NE TE LAISSE PAS BERNER|PAR L'ASPECT PAISIBLE DES|NUAGES, FISTON. CET ENDROIT|CACHE CERTAINES DES PIRES|ÉPREUVES QUE J'AIE VUES.","<squish=0.82>Lass dich von den fluffigen Wolken nicht einlullen. Der Ort hält die härtesten Aufgaben bereit, die dein Opi je gesehen hat.",<squish=0.82>Non farti ingannare. Queste soffici nubi nascondono alcune delle sfide più ardue che il tuo nonnetto abbia mai visto.,<squish=0.82>Que no te engañen esas nubes tan blanditas. Este sitio esconde algunos de los desafíos más complicados que haya visto tu abuelito.,<squish=0.82>Pofuduk bulutlara aldanma.|Burası dedenin gördüğü|en zorlu sınavlardan bazılarını|barındırıyor.,01
827,shop_cloud_greeting:3:CON,"<squish=0.82>Ahh, this is more like it. Cool breeze, no noisy neighbours... Now, where did I put those bananas?","<squish=0.82>AAAH, QUEL BONHEUR...|UNE LÉGÈRE BRISE, AUCUN|VOISIN POUR ME CASSER|LES PIEDS... BON, OÙ AI-JE|MIS CES BANANES ?","<squish=0.82>Aaah, hier lässt es sich aushalten. Eine kühle Brise, keine lärmenden Nachbarn... Aber wo habe ich nur meine  Bananen hingetan?","<squish=0.82>Aaah, adesso ci siamo. Venticello fresco, niente vicini molesti... Ma dove ho messo le mie banane?","<squish=0.82>Aaah, esto sí que es vida. Una brisa fresca, nada de vecinos ruidosos... A ver, ¿dónde he puesto esos plátanos?","<squish=0.82>Ahh, işte hayat bu.|Serin esinti, gürültücü komşu yok...|Şimdi, muzları nereye koymuştum?",01
828,shop_cloud_exit:0:CON,"<squish=0.82>Watch out for that last step, sonny. It's a doozy!","<squish=0.82>MÉFIE-TOI DE LA DERNIÈRE|MARCHE, FISTON. C'EST DU|HAUT NIVEAU.",<squish=0.82>Bereite dich gut auf das letzte Abenteuer vor. Das hat es nämlich in sich!,"<squish=0.82>Fai attenzione all'ultimo gradino, figliolo. È... instabile!","<squish=0.82>Cuidado con ese último peldaño, chaval. ¡No es normal!","<squish=0.82>Son adıma dikkat et, evlat.|Hiç de kolay değil!",01
829,shop_cloud_exit:1:INT,"<squish=0.82>I'll be here enjoying the breeze and awaiting your return. I've got plenty of stock, so stop by anytime!","<squish=0.82>JE T'ATTENDRAI ICI TOUT EN|PROFITANT DE LA BRISE.|J'AI DES STOCKS BIEN|REMPLIS, ALORS REPASSE|QUAND TU VEUX !","<squish=0.82>Ich geniesse hier derweil das laue Lüftchen und erwarte deine Rückkehr. Ich habe alles auf Lager, also komm vorbei, wann immer du magst.","<squish=0.82>Aspetterò il tuo ritorno godendomi questa brezzolina. Ho gli scaffali pieni, quindi passa pure quando ti pare!","<squish=0.82>Aquí te estaré esperando, disfrutando de la brisa. Tengo mercadería a granel, ¡así que pásate cuando quieras!","<squish=0.82>Ben burada esintinin tadını çıkarıp|dönüşünü beklerim.|Stok bol, istediğin zaman uğra!",01
830,movie_screen_time:0:*,Time:,TEMPS :,Zeit:,Tempo:,Tiempo:,Süre:,01
831,fileselect_levelnamecharact:11:Level9,9,9,9,9,9,9,01
832,cloud_transition_loading:0:*,Loading,CHARGEMENT,Ladevorgang,Caricamento in corso...,Cargando...,Yükleniyor,01
833,mp_client_fade_dk_selecting:0:*,Donkey Kong is selecting...,DK PARAMÈTRE LA PARTIE.,Donkey Kong ist am Zug...,Donkey Kong sta scegliendo...,Donkey Kong está eligiendo...,Donkey Kong seçiyor...,01
834,select_file_screen_new_mode_text:0:*,New Mode,NOUVELLE VERSION,Neuer Modus,Modalità nuova,Modo nuevo,Yeni Mod,01
835,select_file_screen_original_mode_text:0:*,Original Mode,VERSION ORIGINALE,Originalmodus,Modalità originale,Modo original,Orijinal Mod,01
836,in_game_pause_menu_waiting_for_dk_text:0:*,Waiting for Donkey Kong,EN ATTENTE DE DONKEY KONG...,Warten auf|Donkey Kong,In attesa di Donkey Kong,Esperando a Donkey Kong...,Donkey Kong bekleniyor,01
837,take_a_break:0:*,You've been playing for a while. Why don't you take a break?,Cela fait un moment que vous jouez. Pourquoi ne pas faire une pause ?,Du spielst schon eine ganze Weile. Wie wäre es mit einer Pause?,Ricordati di fare una pausa di tanto in tanto.,Llevas jugando un buen rato... ¿Qué tal si haces una pausa?,Bir süredir oynuyorsun.|Biraz ara vermeye ne dersin?,01
838,home_button_notice:0:*,\home: Return to HOME Menu,\home RETOURNER AU MENU HOME,"Drücke \home, um zum|HOME-Menü zurückzukehren.",Premi \home per tornare al menu HOME.,Pulsa \home para volver al menú HOME.,HOME Menüsüne dönmek için|\home tuşuna bas.,01
839,options_credits:0:*,Credits,CRÉDITS,Credits,Riconoscimenti,Créditos,Jenerik,01
840,cloud_entrance_name:0:*,Cloud Gateway,PORTE DES NUAGES,Wolkentor,<squish=0.85>Accesso alla Nuvola<squish=1.0>,<squish=0.90>Entrada a la nube<squish=1.0>,Bulut Geçidi,01
841,pdkb_touch_activation:0:*,Touch the screen to activate\pdkb_icon.,TOUCHEZ L'ÉCRAN POUR UTILISER\pdkb_icon.,"Berühren, um\pdkb_icon zu aktivieren.",Tocca lo schermo per attivare\pdkb_icon.,Toca la pantalla para activar\pdkb_icon.,Kullanmak için ekrana dokun\pdkb_icon.,01
842,pre_menu_loading:0:*,Loading,CHARGEMENT,Ladevorgang,Caricamento,Cargando,Yükleniyor,01
843,credits_unlocked_in_options:0:*,CREDITS UNLOCKED IN OPTIONS!,LES CRÉDITS SONT DISPONIBLES|DANS LES PARAMÈTRES !,DIE CREDITS IN DEN OPTIONEN|SIND JETZT FREIGESCHALTET!,RICONOSCIMENTI SBLOCCATI NELLE OPZIONI!,¡Se han desbloqueado los créditos en las opciones!,JENERİK SEÇENEKLERDE AÇILDI!,01
844,mp_connection_lost:0:*,Connection lost,CONNEXION INTERROMPUE,<scale=0.8>Verbindung wurde unterbrochen.,Collegamento interrotto,Se ha perdido la conexión.,Bağlantı kesildi,01
845,mp_map_inventory_select_left:0:*,\l_button_32Select,\l_button_32<squish=0.8>SÉLECTIONNER,\l_button_32Auswählen,\l_button_32Conferma,\l_button_32Elegir,\l_button_32Seç,01
846,mp_map_inventory_select_right:0:*,\r_button_32Select,\r_button_32<squish=0.8>SÉLECTIONNER,\r_button_32Auswählen,\r_button_32Conferma,\r_button_32Elegir,\r_button_32Seç,01
847,format_save_data:0:*,Would you like to format all DK Country Returns 3D save data?,Voulez-vous effacer toutes les données de sauvegarde de DK Country Returns 3D ?,Möchtest du die Speicherdaten von DK Country Returns 3D formatieren?,Vuoi formattare tutti i dati di salvataggio di DK Country Returns 3D?,¿Quieres formatear todos los datos de DK Country Returns 3D?,Tüm DK Country Returns 3D kayıt verilerini|biçimlendirmek ister misin?,01
848,format_save_yes:0:*,\y_button_32Yes,\y_button_32Effacer,\y_button_32Ja,\y_button_32Sì,\y_button_32Sí,\y_button_32Evet,01
849,format_save_no:0:*,\a_button_32No,\a_button_32Retour,\a_button_32Nein,\a_button_32No,\a_button_32No,\a_button_32Hayır,01
850,format_save_formatting:0:*,Formatting,Effacement des données,Formatierung,Formattazione in corso...,Formateando,Biçimlendiriliyor,01
851,format_save_completed:0:*,Completed!,Les données de sauvegarde ont été effacées !,Abgeschlossen!,Formattazione completata!,Completado,Tamamlandı!,01
852,movie_skip_instruction:0:*,Press\start_button_32to skip,Appuyez sur\start_button_32pour passer.,Drücke\start_button_32 zum Überspringen,Premi\start_button_32per saltare,Pulsa \start_button_32para saltar,Atlamak için\start_button_32tuşuna bas,01
853,shop_orb_purchasefail:0:*,You already have this orb.,"TU POSSÈDES DÉJÀ CETTE SPHÈRE, FISTON.",Du hast diese Kugel bereits.,HAI GIÀ QUESTA SFERA.,Ya tienes esta esfera.,Bu küre zaten sende.,01
854,temple_somekeys_noorbpurch:0:*,You must gather eight rare|orbs to taste the secrets of|the Golden Temple.,RASSEMBLEZ HUIT SPHÈRES|MAGIQUES POUR ACCÉDER|AUX SECRETS DU TEMPLE D'OR.,"Du benötigst acht|seltene Kugeln, um das|Geheimnis des Goldenen|Tempels zu lüften.",PER SCOPRIRE I SEGRETI|DELLA PIRAMIDE SCINTILLANTE|DEVI AVER TROVATO OTTO|SFERE PREZIOSE.,Necesitarás ocho|rarísimas esferas para|acceder a los secretos|del templo dorado.,Altın Tapınak'ın sırlarını|açmak için sekiz nadir|küre toplamalısın.,01
