file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
PauseMenu.msbt,562,AblFireRollingClimbBtn,"Touch a wall during
Fireball Roll or 
Fireball Jump","Touchez un mur
pendant Saut brûlant
ou Roulé-brûlé","⟦MSBT:0E000000020002005500⟧Berühre, während du⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005500⟧Rollbrand oder Feuersprung⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005500⟧ausführst, eine Wand⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005A00⟧Tocca un muro durante⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧Ruota di fuoco o⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧Balzo di fuoco⟦MSBT:0E000000020002006400⟧","Durante el rodillo de
fuego o el salto de
fuego, toca una pared","회전 불덩이
중에 벽을 밀기/
데굴데굴 불덩이
중에 벽을 밀기","Ateş Yuvarlanışı ya da
Ateş Zıplayışında
duvara dokun"
PauseMenu.msbt,563,#AblFighter,,,,,,,
PauseMenu.msbt,564,AblFighterJump,Vulcan Jab,Direct vulcain,Vulkan-Gerade,Jab vulcanico,Golpe Volcán,발칸 잽,Volkan Yumruğu
PauseMenu.msbt,565,AblFighterPanchi,Smash Punch,Poing smash,Smash-Schlag,Pugno smash,Puñetazo Smash,스매시 펀치,Ezici Yumruk
PauseMenu.msbt,566,AblFighterUnder,Leg Sweep,Balayage,Fußfeger,Calcio scivolato,Barrido,다리 걸기,Ayak Süpürme
PauseMenu.msbt,567,AblFighterSpinKick,Spin Kick,Pied lancé,Dreh-Kick,Calcio distruttivo,Patada voladora,스핀 킥,Dönme Tekmesi
PauseMenu.msbt,568,AblFighterTrampleKick,Down Kick,Pied plongeant,Blitz-Kick,⟦MSBT:0E000000020002005F00⟧Calcio esplosivo⟦MSBT:0E000000020002006400⟧,Patada aérea,다운 킥,Aşağı Tekme
PauseMenu.msbt,569,AblFighterDoubleKick,Double Kick,Double pied,Doppel-Kick,⟦MSBT:0E000000020002005F00⟧Calcio di fuoco⟦MSBT:0E000000020002006400⟧,Patada doble,더블 킥,Çifte Tekme
PauseMenu.msbt,570,AblFighterCannon,Force Blast,⟦MSBT:0E000000020002006400⟧Tir cinétique⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Feuerball⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Colpo dell'onda⟦MSBT:0E000000020002006400⟧,Disparo cinético,포스 샷,Güç Patlaması
PauseMenu.msbt,571,AblFighterMegaCannon,Mega Force Blast,⟦MSBT:0E000000020002006100⟧Méga-tir cinétique⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Mega-Feuerball⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Super colpo dell'onda⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005400⟧Megadisparo cinético⟦MSBT:0E000000020002006400⟧,메가 포스 샷,⟦MSBT:0E000000020002005D00⟧Mega Güç Patlaması⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,572,AblFighterGigaCannon,Giga Force Blast,⟦MSBT:0E000000020002006400⟧Giga-tir cinétique⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Giga-Feuerball⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Mega colpo dell'onda⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005200⟧Gran disparo cinético⟦MSBT:0E000000020002006400⟧,기가 포스 샷,⟦MSBT:0E000000020002005E00⟧Giga Güç Patlaması⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,573,AblFighterMegaCannonFast,⟦MSBT:0E000000020002004600⟧Instant Mega Force Blast⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧Méga-tir
instantané⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002004D00⟧Instant-Mega-Feuerball⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002005000⟧Super colpo dell'onda
     istantaneo⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Disparo cinético
    instantáneo⟦MSBT:0E000000020002006400⟧",속공 포스 샷,⟦MSBT:0E000000020002004600⟧Anında Mega Güç Patlaması⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,574,AblFighterRisingBreak,Rising Break,Percée tonnerre,Donnerhieb,⟦MSBT:0E000000020002005F00⟧Montante fulmineo⟦MSBT:0E000000020002006400⟧,Gancho de Raijin,라이징 브레이크,Yükselen Darbe
PauseMenu.msbt,575,AblFighterMoonSalto,⟦MSBT:0E000000020002005000⟧Moon Somersault Kick⟦MSBT:0E000000020002006400⟧,Pied acrobatique,Salto-Kick,⟦MSBT:0E000000020002005A00⟧Calcio della luna⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004A00⟧Patada acrobática lunar⟦MSBT:0E000000020002006400⟧,공중제비 킥,⟦MSBT:0E000000020002005000⟧Ay Takla Tekmesi⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,576,AblFighterSkyKick,Sky Kick,Pied céleste,Falken-Kick,⟦MSBT:0E000000020002005F00⟧Calcio volante⟦MSBT:0E000000020002006400⟧,Patada en caída,스카이 킥,Hava Tekmesi
PauseMenu.msbt,577,AblFighterCapture,Foe Grab,Clé,Gegner greifen,⟦MSBT:0E000000020002005A00⟧Presa⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Agarrar enemigo⟦MSBT:0E000000020002006400⟧,파이터 붙잡기,Düşmanı Yakala
PauseMenu.msbt,578,AblFighterThrow,Arm Throw,Projection,Armwurf,⟦MSBT:0E000000020002005A00⟧Lancio a una mano⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Lanzar⟦MSBT:0E000000020002006400⟧,한손던지기,Kol Atışı
PauseMenu.msbt,579,AblFighterBackThrow,Judo Throw,Projection judo,Meisterwurf,⟦MSBT:0E000000020002005A00⟧Lancio judo⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Llave de judo⟦MSBT:0E000000020002006400⟧,업어치기,Judo Atışı
PauseMenu.msbt,580,#AblFighterBtn,,,,,,,
PauseMenu.msbt,581,AblFighterJumpBtn,"Tap ⟦MSBT:0E00010001000000⟧ (or press
repeatedly)","⟦MSBT:0E00010001000000⟧ (une ou plusieurs
fois)","⟦MSBT:0E00010001000000⟧ wiederholt
schnell drücken","Premi ⟦MSBT:0E00010001000000⟧
ripetutamente","Pulsa ⟦MSBT:0E00010001000000⟧
(una o varias veces)",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧떼기,"⟦MSBT:0E00010001000000⟧'e bas (ya da
art arda bas)"
PauseMenu.msbt,582,AblFighterPanchiBtn,Press and hold ⟦MSBT:0E00010001000000⟧,Maintenez ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E00010001000000⟧ gedrückt halten,Tieni premuto ⟦MSBT:0E00010001000000⟧,Mantén pulsado ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧ 길게 누르기,⟦MSBT:0E00010001000000⟧'yi basılı tut
PauseMenu.msbt,583,AblFighterUnderBtn,Dash + ⟦MSBT:0E00010001000000⟧,Course + ⟦MSBT:0E00010001000000⟧,Spurten + ⟦MSBT:0E00010001000000⟧,Scatto + ⟦MSBT:0E00010001000000⟧,Correr + ⟦MSBT:0E00010001000000⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,Koş + ⟦MSBT:0E00010001000000⟧
PauseMenu.msbt,584,AblFighterSpinKickBtn,"Dash + press
and hold ⟦MSBT:0E00010001000000⟧","Course +
maintenez ⟦MSBT:0E00010001000000⟧","Spurten + ⟦MSBT:0E00010001000000⟧
gedrückt halten","Scatto + tieni
premuto ⟦MSBT:0E00010001000000⟧","Correr + mantén
pulsado ⟦MSBT:0E00010001000000⟧",대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧ 길게 누르기,"Koş + ⟦MSBT:0E00010001000000⟧'yi
basılı tut"
PauseMenu.msbt,585,AblFighterTrampleKickBtn,⟦MSBT:0E00010001000000⟧ in mid-air,⟦MSBT:0E00010001000000⟧ (en l'air),⟦MSBT:0E00010001000000⟧ in der Luft,⟦MSBT:0E00010001000000⟧ in aria,⟦MSBT:0E00010001000000⟧ en el aire,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010001000000⟧ havada
PauseMenu.msbt,586,AblFighterDoubleKickBtn,"Press and hold
⟦MSBT:0E00010001000000⟧ in mid-air",⟦MSBT:0E000000020002006100⟧Maintenez ⟦MSBT:0E00010001000000⟧ (en l'air)⟦MSBT:0E000000020002006400⟧,"In der Luft ⟦MSBT:0E00010001000000⟧
gedrückt halten","Tieni premuto
⟦MSBT:0E00010001000000⟧ in aria","Mantén pulsado
⟦MSBT:0E00010001000000⟧ en el aire",공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧ 길게 누르기,"Havadayken
⟦MSBT:0E00010001000000⟧'yi basılı tut"
PauseMenu.msbt,587,AblFighterCannonBtn,"⟦MSBT:0E00010007000000⟧ + hold ⟦MSBT:0E00010001000000⟧
(briefly)","⟦MSBT:0E00010007000000⟧ + maintenez ⟦MSBT:0E00010001000000⟧
un court instant","⟦MSBT:0E000000020002005C00⟧⟦MSBT:0E00010007000000⟧ drücken + ⟦MSBT:0E00010001000000⟧ kurz⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005C00⟧gedrückt halten⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010007000000⟧+ tieni premuto⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010001000000⟧ (per breve tempo)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010007000000⟧ + mantén pulsado
⟦MSBT:0E00010001000000⟧ (brevemente)",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧조금 길게 누르기,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧'yi kısa süre
basılı tut"
PauseMenu.msbt,588,AblFighterMegaCannonBtn,"⟦MSBT:0E00010007000000⟧ + hold ⟦MSBT:0E00010001000000⟧
(a bit longer)","⟦MSBT:0E000000020002005E00⟧⟦MSBT:0E00010007000000⟧ + maintenez ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005E00⟧un peu plus longtemps⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005B00⟧⟦MSBT:0E00010007000000⟧ drücken + ⟦MSBT:0E00010001000000⟧ etwas⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005B00⟧länger gedrückt halten⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010007000000⟧ + tieni premuto⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010001000000⟧ (più a lungo)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010007000000⟧ + mantén pulsado
⟦MSBT:0E00010001000000⟧ (más tiempo)",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧적당히 길게 누르기,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧'yi basılı tut
(biraz daha uzun)"
PauseMenu.msbt,589,AblFighterGigaCannonBtn,"⟦MSBT:0E00010007000000⟧ + hold ⟦MSBT:0E00010001000000⟧
(even longer)","⟦MSBT:0E00010007000000⟧ + maintenez ⟦MSBT:0E00010001000000⟧
longtemps","⟦MSBT:0E000000020002005C00⟧⟦MSBT:0E00010007000000⟧ drücken + ⟦MSBT:0E00010001000000⟧ lange⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005C00⟧gedrückt halten⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006100⟧⟦MSBT:0E00010007000000⟧ + tieni premuto ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002006100⟧(ancora più a lungo)⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010007000000⟧ + mantén pulsado
⟦MSBT:0E00010001000000⟧ (aún más tiempo)",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧많이 길게 누르기,"⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧'yi basılı tut
(çok daha uzun)"
PauseMenu.msbt,590,AblFighterMegaCannonFastBtn,"⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010009000000⟧ + press
and hold ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010009000000⟧ +
maintenez ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E000000020002005C00⟧⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010009000000⟧ +⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005C00⟧⟦MSBT:0E00010001000000⟧ gedrückt halten⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010009000000⟧ + tieni
premuto ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010009000000⟧ + mantén
pulsado ⟦MSBT:0E00010001000000⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E00010009000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧ 길게 누르기,"⟦MSBT:0E00010007000000⟧ ⟦MSBT:0E00010009000000⟧ +
⟦MSBT:0E00010001000000⟧'yi basılı tut"
PauseMenu.msbt,591,AblFighterRisingBreakBtn,"⟦MSBT:0E00010006000000⟧ + press
and hold ⟦MSBT:0E00010001000000⟧",⟦MSBT:0E00010006000000⟧ + maintenez ⟦MSBT:0E00010001000000⟧,"⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧
gedrückt halten","⟦MSBT:0E00010006000000⟧ + tieni
premuto ⟦MSBT:0E00010001000000⟧","⟦MSBT:0E00010006000000⟧ + mantén
pulsado ⟦MSBT:0E00010001000000⟧",⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010006000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧ 길게 누르기,"⟦MSBT:0E00010006000000⟧ + ⟦MSBT:0E00010001000000⟧'yi
basılı tut"
PauseMenu.msbt,592,AblFighterMoonSaltoBtn,"⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧in mid-air
⟦MSBT:0E000000020002006400⟧near an enemy","⟦MSBT:0E00010001000000⟧ près d'un ennemi
(en l'air)","In der Luft ⟦MSBT:0E00010001000000⟧
nahe einem Gegner","⟦MSBT:0E00010001000000⟧ in aria
vicino a un nemico","⟦MSBT:0E000000020002005B00⟧⟦MSBT:0E00010001000000⟧ cerca del enemigo⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005B00⟧(en el aire)⟦MSBT:0E000000020002006400⟧",적 옆 공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E00010001000000⟧ ⟦MSBT:0E000000020002006400⟧havada
⟦MSBT:0E000000020002006400⟧düşman yakınında"
PauseMenu.msbt,593,AblFighterSkyKickBtn,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in mid-air,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ (en l'air),⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in der Luft,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ in aria,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ en el aire⟦MSBT:0E000000020002006400⟧,공중에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧ havada
PauseMenu.msbt,594,AblFighterCaptureBtn,"Either of ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
near an enemy ","⟦MSBT:0E0001000B000000⟧ au choix + ⟦MSBT:0E00010001000000⟧
près d'un ennemi","Nahe einem Gegner
⟦MSBT:0E0001000B000000⟧ oder ⟦MSBT:0E00010001000000⟧ drücken","Premi uno di ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧
vicino a un nemico ","⟦MSBT:0E000000020002005A00⟧Elige entre ⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧cerca del enemigo⟦MSBT:0E000000020002006400⟧","적 옆에서
⟦MSBT:0E0001000B000000⟧ 아무거나＋⟦MSBT:0E00010001000000⟧","Düşman yakınında
⟦MSBT:0E0001000B000000⟧ + ⟦MSBT:0E00010001000000⟧"
PauseMenu.msbt,595,AblFighterThrowBtn,"Foe Grab + ⟦MSBT:0E00010001000000⟧, or 
Foe Grab + either ⟦MSBT:0E0001000B000000⟧","Clé + ⟦MSBT:0E00010001000000⟧ ou Clé + ⟦MSBT:0E0001000B000000⟧
(au choix)","Gegner greifen + ⟦MSBT:0E00010001000000⟧ /
Gegner greifen + ⟦MSBT:0E0001000B000000⟧","Presa + ⟦MSBT:0E00010001000000⟧, o
Presa + uno di ⟦MSBT:0E0001000B000000⟧","⟦MSBT:0E000000020002005800⟧Agarrar enemigo + ⟦MSBT:0E00010001000000⟧/⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005800⟧agarrar + elegir entre ⟦MSBT:0E0001000B000000⟧⟦MSBT:0E000000020002006400⟧","붙잡기＋⟦MSBT:0E00010001000000⟧/
붙잡기＋⟦MSBT:0E0001000B000000⟧ 아무거나","Yakala + ⟦MSBT:0E00010001000000⟧, ya da
Yakala + ⟦MSBT:0E0001000B000000⟧"
PauseMenu.msbt,596,AblFighterBackThrowBtn,"Foe Grab +
either of ⟦MSBT:0E0001000C000000⟧",Clé + ⟦MSBT:0E0001000C000000⟧ (au choix),Gegner greifen + ⟦MSBT:0E0001000C000000⟧,"Presa +
uno di ⟦MSBT:0E0001000C000000⟧","⟦MSBT:0E000000020002005A00⟧Agarrar enemigo +⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005A00⟧elige entre ⟦MSBT:0E0001000C000000⟧⟦MSBT:0E000000020002006400⟧",붙잡기＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E0001000C000000⟧ ⟦MSBT:0E000000020002006400⟧아무거나,"Düşmanı Yakala +
⟦MSBT:0E0001000C000000⟧"
PauseMenu.msbt,597,#AblBomb,,,,,,,
PauseMenu.msbt,598,AblBombHold,Bomb Prep,Amorce bombe,Bombe bereit!,Prepara bomba,Preparar bomba,폭탄 들기,Bomba Hazırlığı
PauseMenu.msbt,599,AblBombThrow,Bomb Throw,Lance bombe,Bombenwurf,Lancio bomba,Lanzar bomba,폭탄 던지기,Bomba Atışı
PauseMenu.msbt,600,AblBombDirection,Target Throw,Lancer précis,Zielen,Direziona lancio,Dirigir bomba,던지는 각도 바꾸기,Hedef Atışı
PauseMenu.msbt,601,AblBombBombing,Self-Destruct,Auto-destruction,Kirby-Knaller,Autodistruzione,Autodestrucción,자폭,Kendini İmha
PauseMenu.msbt,602,AblBombStrikeBall,Bomb Bowl,Lancer roulé,Gerader Wurf,Lancio dritto,⟦MSBT:0E000000020002005700⟧Lanzamiento directo⟦MSBT:0E000000020002006400⟧,스트라이크 볼,Bomba Yuvarlama
PauseMenu.msbt,603,AblBombRunaway,Bomb Drop,Offre bombe,Bombenkleber,Bomba regalo,⟦MSBT:0E000000020002005A00⟧Soltar bomba⟦MSBT:0E000000020002006400⟧,폭탄 놓고 도망가기,Bomba Bırakışı
PauseMenu.msbt,604,AblBombSet,Bomb Set,Pose bombe,Bombenidee,Appoggia bomba,⟦MSBT:0E000000020002005A00⟧Poner bomba⟦MSBT:0E000000020002006400⟧,설치식 폭탄,Bomba Kur
PauseMenu.msbt,605,#AblBombBtn,,,,,,,
PauseMenu.msbt,606,AblBombHoldBtn,⟦MSBT:0E000000020002006400⟧Press and hold ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Maintenez ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ gedrückt halten⟦MSBT:0E000000020002006400⟧,Tieni premuto ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002005F00⟧Mantén pulsado ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧ 길게 누르기,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧'yi basılı tut⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,607,AblBombThrowBtn,"Release ⟦MSBT:0E00010001000000⟧
during Bomb Prep","Relâchez ⟦MSBT:0E00010001000000⟧ pendant
Amorce bombe","⟦MSBT:0E00010001000000⟧ während ""Bombe
bereit!"" loslassen","⟦MSBT:0E000000020002005B00⟧Rilascia ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005B00⟧durante Prepara bomba⟦MSBT:0E000000020002006400⟧","Al usar preparar
bomba, suelta ⟦MSBT:0E00010001000000⟧","폭탄 들기 중에
⟦MSBT:0E00010001000000⟧ 떼기","Bomba Hazırlığında
⟦MSBT:0E00010001000000⟧ bırak"
PauseMenu.msbt,608,AblBombDirectionBtn,⟦MSBT:0E0001000E000000⟧ during Bomb Prep,"⟦MSBT:0E0001000E000000⟧ pendant
Amorce bombe","⟦MSBT:0E0001000E000000⟧ während
""Bombe bereit!""","⟦MSBT:0E000000020002005C00⟧⟦MSBT:0E0001000E000000⟧ durante⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005C00⟧Prepara bomba⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002005F00⟧Preparar bomba + ⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧,폭탄 들기 중에 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E0001000E000000⟧⟦MSBT:0E000000020002006400⟧,"Bomba Hazırlığında
⟦MSBT:0E0001000E000000⟧"
PauseMenu.msbt,609,AblBombBombingBtn,"Don't release bomb
during Bomb Prep","Amorcez une bombe
sans la relâcher","⟦MSBT:0E000000020002005E00⟧Während ""Bombe⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005E00⟧bereit!"" nicht loslassen⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005B00⟧Non rilasciare bomba⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005B00⟧durante Prepara bomba⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005C00⟧No sueltes la bomba⟦MSBT:0E000000020002006400⟧
⟦MSBT:0E000000020002005C00⟧al usar preparar bomba⟦MSBT:0E000000020002006400⟧",폭탄 들기～방치,"Bomba Hazırlığında
bombayı bırakma"
PauseMenu.msbt,610,AblBombStrikeBallBtn,⟦MSBT:0E000000020002006400⟧Dash + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Course + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spurten + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,Scatto + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002006400⟧Correr + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,대시＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Koş + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,611,AblBombRunawayBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ near an enemy⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ à proximité
d'un ennemi⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ nahe
einem Gegner⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00010001000000⟧ vicino
a un nemico",⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ cerca del enemigo⟦MSBT:0E000000020002006400⟧,적 옆에서 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010001000000⟧ düşman yakınında⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,612,AblBombSetBtn,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010007000000⟧⟦MSBT:0E000000020002006400⟧＋⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010007000000⟧ + ⟦MSBT:0E00010001000000⟧⟦MSBT:0E000000020002006400⟧
PauseMenu.msbt,613,#AblMike,,,,,,,
