Index,Label,English,French,German,Spanish,Italian,Dutch,Portuguese,Russian,Turkish,TR_Notes,Ref_MaxLines,Ref_MaxLinePx,Ref_MaxUtf16Bytes
2382,dlg_wake_up_u,"Preparing...
Please don't turn off the power.","Préparation...
N'éteignez pas la console.","Vorbereitung...
Bitte das System nicht ausschalten.","Iniciando...
No apagues la consola.","Preparazione in corso...
Non spegnere la console.","Bezig met voorbereiden...
Zet het systeem niet uit.","A preparar...
Não desligue a consola.","Идет подготовка...
Не выключай систему.","Hazırlanıyor...
Lütfen gücü kapatma.",,2,808,104
2383,dlg_mii_delete_u,"Erasing Mii...
Please don't turn off the power.","Effacement du Mii...
N'éteignez pas la console.","Mii wird gelöscht...
Bitte das System nicht ausschalten.","Borrando Mii...
No apagues la consola.","Eliminazione del Mii in corso...
Non spegnere la console.","De Mii wordt gewist...
Zet het systeem niet uit.","A eliminar Mii...
Não desligue a consola.","Идет удаление Mii...
Не выключай систему.","Mii siliniyor...
Lütfen gücü kapatma.",,2,808,116
2384,dlg_1panel_comp_u,"Panel complete!
Check it out using the
View Progress option!","Puzzle terminé !
Sélectionnez Progression
pour admirer le résultat.","Puzzle vervollständigt!
Schau es dir unter „Fortschritt
ansehen“ an!","¡Panel completado! Podrás verlo
en ""Ver cromos obtenidos"".","Puzzle completo!
Guardalo selezionando l'opzione
Visualizza i progressi!","Puzzel voltooid!
Kies VOORTGANG BEKIJKEN
om hem te zien!","Painel concluído!
Veja-o, selecionando a opção
Ver Progresso!","Пазл собран!
Проверь его, используя
Просмотр прогресса.","Panel tamamlandı!
İlerlemeyi Gör seçeneğinden
sonuca bak!",,3,743,146
2385,dlg_panel_no_new_u,"You can't get any more pieces
without a new panel.","Vous ne pouvez pas recevoir de
nouvelles pièces si vous n'avez pas
de nouveau puzzle à compléter.","Für neue Puzzleteile musst du erst
ein neues Puzzle beginnen!","No puedes conseguir más cromos
sin otro panel nuevo.","Non puoi ottenere ulteriori pezzi
senza un nuovo puzzle.","Voor nieuwe puzzelstukjes moet je
eerst een nieuwe puzzel beginnen!","Não pode obter novas peças sem
ter um novo painel.","Ты не можешь получать новые
элементы, если у тебя нет нового
пазла.","Yeni bir panel olmadan
daha fazla parça alamazsın.",,3,807,196
2386,msg_panel_meet_u,"Met [[TAG:1:3:]]!
(From: [[TAG:1:2:]])","Vous croisez [[TAG:1:3:]] !
(Origine : [[TAG:1:2:]])","Du bist [[TAG:1:3:]] begegnet!
Herkunft: [[TAG:1:2:]]","¡Te has encontrado a [[TAG:1:3:]]
de [[TAG:1:2:]]!","Hai incontrato [[TAG:1:3:]]!
Origine: [[TAG:1:2:]].","Je hebt [[TAG:1:3:]] ontmoet!
(Uit: [[TAG:1:2:]])","Encontrou [[TAG:1:3:]].
Origem: [[TAG:1:2:]]!","Встреча с образом Mii [[TAG:1:3:]]
([[TAG:1:2:]])!","[[TAG:1:3:]] ile tanıştın!
(Geldiği yer: [[TAG:1:2:]])",,2,536,76
2387,dlg_go_set_u,"Press [[CHR:E073]] to return to the
HOME Menu, where you can
check the System Settings.","Appuyez sur [[CHR:E073]]HOME pour
retourner au menu HOME,
à partir duquel vous pouvez
accéder aux paramètres de
la console.","Kehre durch Drücken von [[CHR:E073]]HOME
zurück zum HOME-Menü, um die
Systemeinstellungen zu ändern.","Pulsa [[CHR:E073]]HOME para volver al
menú HOME. Desde ahí podrás
acceder a la configuración de 
la consola.","Premi [[CHR:E073]] per tornare al menu
HOME, da cui potrai accedere
alle Impostazioni della console.","Druk op [[CHR:E073]] om terug te gaan naar
het HOME-menu. Van daaruit kun
je de systeeminstellingen bekijken.","Prima [[CHR:E073]] para regressar ao Menu
HOME, onde poderá verificar as
Definições da Consola.","Нажми [[CHR:E073]], чтобы вернуться
в меню HOME, в котором можно
проверить Системные настройки.","[[CHR:E073]] düğmesine basıp HOME
Menüsüne dön; Sistem Ayarlarını
oradan kontrol edebilirsin.",,5,792,226
2388,dlg_legend2_give_up_04_u,You won't lose the hats you've received.,"Vous conserverez les couvre-chefs
obtenus jusque-là.","Einmal erhaltene Kopfbedeckungen
verbleiben in deinem Besitz.",No perderás los sombreros que hayas conseguido.,Non perderai i copricapi ottenuti in precedenza.,"De hoofddeksels die je al hebt verzameld
zul je niet kwijtraken.",Ficará com todos os chapéus que recebeu.,Полученные головные уборы не будут потеряны.,Aldığın şapkaları kaybetmezsin.,,2,1158,130
2389,msg_legend2_wander_hero_after_ac_u,"The wanderer returned
to the queue.","Le héros solitaire
retourne dans la file.","Hilfsheld hat sich
hinten angestellt.","El héroe errante pasa al final
de la formación.",Il paladino torna in coda.,"De avonturier heeft zich
weer aangesloten in de rij.",O viajante regressou à fila.,Рыцарь вернулся в очередь.,"Gezgin yeniden
kuyruğa döndü.",,2,668,106
2390,dlg_noeula02_u,,,,,,,,,,,1,0,2
2391,dlg_choice_do_not2_u,No,Non,Nein,No,No,Nee,Não,Нет,Hayır,Kısa UI seçeneği. Doğal Türkçe Evet/Hayır biçimi korundu; CLYT seçim alanında güvenli.,1,103,10
2392,cap_p_g_edit_u,,,,,,,,,,,1,0,2
2393,dlg_p_g_edit_u,,,,,,,,,,,1,0,2
2394,plaza_mii_number_u,Mii characters:,Nombre de Mii :,Mii-Charaktere:,Personajes Mii:,Numero di Mii:,Mii-personages:,Personagens Mii:,Образов Mii:,Mii karakterleri:,,1,394,34
2395,plaza_total_unit_3000over_j_u,,,,,,,,,,,1,0,2
2396,msg_legend2_ghost_attack_f_u,[[TAG:1:2:]] flees!,"[[TAG:1:2:]]
prend la fuite !","[[TAG:1:2:]] ist
davongelaufen!",¡[[TAG:1:2:]] sale huyendo!,[[TAG:1:2:]] è corsa via!,[[TAG:1:2:]] vlucht!,"Fuga de
[[TAG:1:2:]]!",[[TAG:1:2:]] убежала!,[[TAG:1:2:]] kaçıyor!,,2,355,48
2397,msg_legend2_ghost_attack_02_f_u,[[TAG:1:2:]]'s team flees!,L'union prend la fuite !,"Das Duo von [[TAG:1:2:]]
ist davongelaufen!","¡El equipo de [[TAG:1:2:]]
sale huyendo!","La squadra di [[TAG:1:2:]]
se la dà a gambe!","De groep van [[TAG:1:2:]]
vlucht!",A equipa foge!,"Команда героини [[TAG:1:2:]]
убежала!",[[TAG:1:2:]]’in takımı kaçıyor!,,2,524,74
2398,msg_legend2_dark_room_5_f_u,,,,,,,,,,,1,0,2
2399,msg_legend2_hero_mgc_ac_01_f_u,"[[TAG:1:2:]] uses
[[TAG:1:3:]] magic.","[[TAG:1:2:]] invoque
la magie [[TAG:1:3:]].","[[TAG:1:2:]] setzt
Magie der Farbe [[TAG:1:3:]] ein.","[[TAG:1:2:]] usa
magia [[TAG:1:3:]].","Il tuo eroe [[TAG:1:2:]]
usa la magia [[TAG:1:3:]].","[[TAG:1:2:]] gebruikt
[[TAG:1:3:]] magie.","[[TAG:1:2:]] utiliza
a magia [[TAG:1:3:]].","[[TAG:1:2:]] использует
магию [[TAG:1:3:]].","[[TAG:1:2:]], [[TAG:1:3:]]
büyüsü kullanıyor.",,2,489,74
2400,msg_legend2_hero_mgc_ac_02_f_u,"[[TAG:1:2:]] gets fatigued
and turns back.","[[TAG:1:2:]] tombe de
fatigue et tourne les talons.","[[TAG:1:2:]] ist
erschöpft und kehrt müde heim.","[[TAG:1:2:]] ha perdido
fuerzas y vuelve a casa.","L'eroe [[TAG:1:2:]] si affatica
troppo e torna indietro.","[[TAG:1:2:]] is moe en
keert terug naar huis.",[[TAG:1:2:]] cansou-se e regressa.,"[[TAG:1:2:]] устала
и обратилась в бегство.","[[TAG:1:2:]] yorulup
geri dönüyor.",,2,728,98
2401,msg_legend2_hero_after_ac_f_u,"[[TAG:1:2:]] returns
to the queue.","[[TAG:1:2:]]
retourne dans la file.","[[TAG:1:2:]] hat
sich wieder hinten angestellt.","[[TAG:1:2:]] pasa al
final de la formación.","[[TAG:1:2:]] è ritornata
in coda.","[[TAG:1:2:]] heeft zich weer
aangesloten in de rij.",[[TAG:1:2:]] regressou à fila.,"[[TAG:1:2:]]
вернулась в очередь.","[[TAG:1:2:]] yeniden
kuyruğa dönüyor.",,2,664,88
2402,msg_legend2_hero_shield_escape_f_u,"[[TAG:1:2:]] gives up
and goes home.","[[TAG:1:2:]] abandonne
et rebrousse chemin.","[[TAG:1:2:]] hat
aufgegeben und kehrt heim.","[[TAG:1:2:]] se rinde
y vuelve a casa.","L'eroe [[TAG:1:2:]]
rinuncia e torna a casa.","[[TAG:1:2:]] heeft het opgegeven
en is naar huis gegaan.","[[TAG:1:2:]] desistiu
e regressou a casa.","[[TAG:1:2:]] упала духом
и пошла домой.","[[TAG:1:2:]] pes edip
eve dönüyor.",,2,642,98
2403,msg_legend2_dark_room_4_f_u,"[[TAG:1:2:]] can't do
anything and goes home.","[[TAG:1:2:]] n'a rien pu
faire et rebrousse chemin.","[[TAG:1:2:]] konnte
nichts tun und kehrt heim.","[[TAG:1:2:]] no puede
hacer nada y vuelve a casa.","[[TAG:1:2:]] non poteva fare
nulla e ha deciso di tornare a casa.","[[TAG:1:2:]] kon niets doen
en ging naar huis.","[[TAG:1:2:]] não pôde fazer nada e 
regressou a casa.","[[TAG:1:2:]] ничего
не смогла поделать и пошла домой.","[[TAG:1:2:]] hiçbir şey yapamayıp
eve dönüyor.",,2,840,116
2404,dlg_choice_legend_wander_u,[[CHR:E075]] Hire Wanderers,[[CHR:E075]] Enrôler héros solitaires,[[CHR:E075]] Hilfshelden anheuern,[[CHR:E075]] Héroes errantes,[[CHR:E075]] Ingaggia paladini,[[CHR:E075]] Helden inhuren,[[CHR:E075]] Contratar Viajantes,[[CHR:E075]] Нанять рыцарей,[[CHR:E075]] Gezgin Tut,,1,584,54
2405,dlg_choice_legend_successive_u,[[CHR:E075]] Hire Old Allies,[[CHR:E075]] Enrôler anciens alliés,[[CHR:E075]] Alte Verbündete,[[CHR:E075]] Antiguos aliados,[[CHR:E075]] Ingaggia vecchi alleati,[[CHR:E075]] Oude bekenden inhuren,[[CHR:E075]] Contratar Velhos Aliados,[[CHR:E075]] Нанять соратников,[[CHR:E075]] Eski Müttefik Tut,,1,623,54
2406,msg_piece_get_number_d_u,/ 15,/ 15,/ 15,/ 15,/ 15,/ 15,/ 15,/ 15,/ 15,,1,96,10
2407,msg_piece_get_number_common,/ [[TAG:1:1:]],/ [[TAG:1:1:]],/ [[TAG:1:1:]],/ [[TAG:1:1:]],/ [[TAG:1:1:]],/ [[TAG:1:1:]],/ [[TAG:1:1:]],/ [[TAG:1:1:]],/ [[TAG:1:1:]],,1,34,14
2408,msg_piece_get_number_n_u,[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],[[TAG:1:0:]],,1,0,10
2409,piece_secret_u,(Secret!),(Secret !),(Geheim!),(¡Secreto!),(Segreto!),(Geheim!),(Segredo!),(Секрет!),(Gizli!),,1,246,24
2410,card_decide_u,Accept,OK,Akzeptieren,Aceptar,OK,Accepteren,Aceitar,Принять,Kabul Et,,1,266,24
2411,dlg_visit_u,"Looks like you have company!
Go to the entrance and see!","On dirait que vous avez de la
visite ! Allez voir à l'entrée !","Du hast Besuch! Gehe zum
Eingang, um nachzuschauen!","Parece que ha venido alguien.
¡Ve a la entrada a echar un ojo!","Sembra che tu abbia compagnia!
Vai a vedere all'ingresso!","Je hebt bezoek! Neem maar
snel een kijkje bij de ingang!","Parece que tem visitas!
Vá até à entrada e veja quem é!","Похоже, что у тебя гости!
Иди к входу и посмотри.","Misafirin var gibi!
Girişe gidip bir bak!",,2,753,126
2412,cap_visit_u,,,,,,,,,,,1,0,2
2413,cap_ce_exp_u,Using StreetPass,Comment utiliser StreetPass,StreetPass verwenden,Usar StreetPass,Usare StreetPass,StreetPass gebruiken,Utilizar o StreetPass,Использование StreetPass,StreetPass’i Kullanma,,1,637,56
2414,cap_coin_exp_u,About Play Coins,Au sujet des [[CHR:E075]] pièces de jeu,Über Spielmünzen,Las monedas de juego,Le monete di gioco,Over speelmunten,Sobre as Moedas de Jogo,Об игровых монетках,Oyun Jetonları Hakkında,,1,661,58
2415,dlg_choice_exp_coin_u,Tell me!,Oui !,Schieß los!,"¡Sí, sí!","Sì, spiegami!","Ja, vertel!",Conte-me!,Расскажи мне!,Anlat!,,1,344,28
2416,dlg_choice_not_exp_coin_u,No thanks,"Non, merci !","Nein, danke.","No, gracias...","No, grazie.","Nee, bedankt.","Não, obrigado","Нет, спасибо","Hayır, sağ ol",,1,325,30
2417,dlg_coin_exp_legend_00_u,"What's that? You say you want
to know how to use [[CHR:E075]] Play Coins?","Vous voulez savoir à quoi
servent les [[CHR:E075]] pièces de jeu ?","Wie? Du möchtest also mehr
über [[CHR:E075]] Spielmünzen erfahren?","¿Quieres que te explique cómo
se usan las monedas de juego?","Vuoi che ti spieghi come si
usano le monete di gioco [[CHR:E075]]?","Wil je weten hoe je [[CHR:E075]] speelmunten
kunt gebruiken?","Diga? Quer que lhe explique como
utilizar as [[CHR:E075]] Moedas de Jogo?","Ты хочешь знать, как исполь-
зовать [[CHR:E075]] игровые монетки?","Ne? [[CHR:E075]] Oyun Jetonlarını
nasıl kullanacağını mı soruyorsun?",,2,796,126
2418,dlg_coin_exp_piece_00_u,"Want to know what
[[CHR:E075]] Play Coins are?","Vous voulez savoir à quoi
servent les [[CHR:E075]] pièces de jeu ?","Möchtest du wissen,
was [[CHR:E075]] Spielmünzen sind?","¿Quieres saber para qué sirven
las monedas de juego?","Vuoi sapere cosa sono
le monete di gioco [[CHR:E075]]?","Wil je weten wat 
[[CHR:E075]] speelmunten zijn?","Quer saber o que são
[[CHR:E075]] Moedas de Jogo?","Хочешь узнать, что такое
[[CHR:E075]] игровые монетки?","[[CHR:E075]] Oyun Jetonlarının ne
olduğunu öğrenmek ister misin?",,2,713,112
2419,dlg_coin_exp_legend_01_u,[[CHR:E075]] Play Coins are special coins.,"Les [[CHR:E075]] pièces de jeu sont
des pièces très spéciales.","[[CHR:E075]] Spielmünzen sind ganz
besondere Münzen.","Las monedas de juego son
unas monedas muy especiales.","Le monete di gioco [[CHR:E075]]
sono monete speciali.","[[CHR:E075]] Speelmunten zijn zeer
speciale munten.","[[CHR:E075]] Moedas de Jogo
são moedas especiais.","[[CHR:E075]] Игровые монетки — это
особенные монетки.",[[CHR:E075]] Oyun Jetonları özel jetonlardır.,,2,712,108
2420,dlg_coin_exp_piece_01_u,[[CHR:E075]] Play Coins are special coins.,"Les [[CHR:E075]] pièces de jeu sont
des pièces très spéciales.","[[CHR:E075]] Spielmünzen sind ganz
besondere Münzen.","Las monedas de juego son
unas monedas muy especiales.","Le monete di gioco [[CHR:E075]]
sono monete speciali.","[[CHR:E075]] Speelmunten zijn
zeer speciale munten.","[[CHR:E075]] Moedas de Jogo
são moedas especiais.","[[CHR:E075]] Игровые монетки — это
особенные монетки.",[[CHR:E075]] Oyun Jetonları özel jetonlardır.,,2,712,108
2421,dlg_coin_exp_legend_02_u,"You can use them in all kinds
of different games.","Vous pouvez les utiliser dans
plein de jeux différents.","Du kannst sie in allen möglichen
Spielen gegen etwas eintauschen.","Puedes usarlas en juegos
de todo tipo.",Puoi usarle in ogni tipo di gioco.,"Je kunt ze in allerlei verschillende
spellen gebruiken.","Pode utilizá-las em vários jogos
diferentes.","Ты можешь использовать их
в разных играх.","Onları pek çok farklı
oyunda kullanabilirsin.",,2,776,132
2422,dlg_coin_exp_piece_02_u,"You can use them in all kinds
of different games.","Vous pouvez les utiliser dans
plein de jeux différents.","Du kannst sie in allen möglichen
Spielen gegen etwas eintauschen.","Puedes usarlas en juegos
de todo tipo.",Puoi usarle in ogni tipo di gioco.,"Je kunt ze in allerlei verschillende
spellen gebruiken.","Pode usá-las em vários jogos
diferentes.","Ты можешь использовать их
в разных играх.","Onları pek çok farklı
oyunda kullanabilirsin.",,2,776,132
2423,dlg_coin_exp_03_u,"Just close the system without
turning off the power, then take it
with you when you go for a walk.","Fermez la console sans l'éteindre,
puis allez vous promener avec.","Schließe das System, ohne
es auszuschalten, und trage
es bei dir!","Enciende la consola, ciérrala
y llévatela a dar un paseo.","Devi solo chiudere la console
lasciandola accesa e andare
a fare una passeggiata
portandola con te.","Sluit het systeem zonder het uit te
zetten en neem het met je mee.","Feche a consola sem a desligar e
leve-a para um passeio.","Просто закрой систему, не
выключая ее, возьми ее с собой
и иди погулять.","Sistemi kapatmadan kapağını kapat,
sonra yürüyüşe çıkarken
yanına al.",,4,779,200
2424,dlg_coin_exp_legend_04_u,"Well, regardless of how many
[[CHR:E075]] Play Coins you might get...","Que vous obteniez des [[CHR:E075]] pièces
de jeu supplémentaires ou pas...","Aber egal, wie viele [[CHR:E075]] Spielmünzen
du auch erhalten solltest:","Así podrás conseguir muchas
monedas... o quizás no.","Beh, non importa quante monete
di gioco [[CHR:E075]] otterrai...","En of je nu veel [[CHR:E075]] speelmunten
wilt verzamelen of niet...","Bom, independentemente
de quantas [[CHR:E075]] Moedas de
Jogo obtiver...","Независимо от того, сколько
игровых монеток [[CHR:E075]] ты
соберешь...","Her neyse, kaç [[CHR:E075]] Oyun Jetonu
kazanırsan kazan...",,3,807,128
2425,dlg_coin_exp_piece_04_u,"You can get up to 10
Play Coins in a day!","Vous pouvez obtenir jusqu'à
10 [[CHR:E075]] pièces de jeu par jour.","Pro Tag kannst du bis zu [[CHR:E075]] 10
Spielmünzen sammeln!","¡Puedes conseguir hasta diez
monedas de juego en un día!","Ne puoi guadagnare
al massimo 10 al giorno!","Je kunt per dag maximaal tien
[[CHR:E075]] speelmunten verzamelen!","É possível reunir um máximo de
dez [[CHR:E075]] Moedas de Jogo por dia.","Ты можешь собирать до
10 игровых монеток [[CHR:E075]] в день!","Günde en fazla 10
Oyun Jetonu kazanabilirsin!",,2,723,122
2426,dlg_coin_exp_legend_05_u,"It's a good idea to carry your
Nintendo 3DS system with you.","... il est toujours bon d'avoir
votre console avec vous !","Dein Nintendo 3DS-System immer
bei dir zu haben, lohnt sich!","En cualquier caso, ¡lleva
siempre tu Nintendo 3DS
contigo a todas partes!","La cosa migliore è
portarsi sempre dietro
la console Nintendo 3DS.","Zorg dat je je Nintendo 3DS-
systeem altijd bij je hebt!","Leve sempre consigo a sua 
Consola Nintendo 3DS.","Это хорошая идея — носить
систему Nintendo 3DS всегда
с собой.","Nintendo 3DS sistemini
yanında taşıman iyi olur.",,3,775,148
